rup_mag,rup_hypo_depth,dist_rhypo,site_vs30,site_xvf,result_type,damping,pga,0.1,0.2,0.5,1.0,2.0,5.0
8.5,45.0,300.0,900.0,-120.0,MEAN,5,4.09289534e-03,5.80329645e-03,9.15387871e-03,1.51018554e-02,1.70417723e-02,1.33136391e-02,4.80638770e-03
8.5,90.0,60.0,300.0,120.0,MEAN,5,6.50725752e-01,9.09702349e-01,1.23889514e+00,1.32702145e+00,8.63487601e-01,3.59780916e-01,7.61957720e-02
8.5,90.0,120.0,300.0,60.0,MEAN,5,3.13886309e-01,5.16630746e-01,7.12140368e-01,7.26272491e-01,4.76310367e-01,1.92562761e-01,3.96122146e-02
8.5,90.0,180.0,300.0,-0.0,MEAN,5,1.09407888e-01,1.78597731e-01,2.69497591e-01,3.20092246e-01,2.45586818e-01,1.09143267e-01,2.25920813e-02
8.5,90.0,240.0,300.0,-60.0,MEAN,5,2.59166157e-02,3.48263629e-02,6.37043092e-02,1.13483746e-01,1.18721508e-01,6.73025415e-02,1.46367496e-02
8.5,90.0,300.0,300.0,-120.0,MEAN,5,1.15207770e-02,1.42593775e-02,2.80684384e-02,6.00614271e-02,7.11759443e-02,4.46562861e-02,9.46138452e-03
8.5,90.0,60.0,600.0,120.0,MEAN,5,7.72521745e-01,1.48660873e+00,1.89947311e+00,1.22909893e+00,5.96902001e-01,2.20354479e-01,5.04100347e-02
8.5,90.0,120.0,600.0,60.0,MEAN,5,2.97529703e-01,6.11090560e-01,7.36344287e-01,5.27081906e-01,2.92758365e-01,1.15838209e-01,2.62068755e-02
8.5,90.0,180.0,600.0,-0.0,MEAN,5,8.88153176e-02,1.65809785e-01,2.16065110e-01,2.02764274e-01,1.41603348e-01,6.50177950e-02,1.49465984e-02
8.5,90.0,240.0,600.0,-60.0,MEAN,5,1.97553291e-02,2.91523142e-02,4.62346998e-02,6.84392437e-02,6.69104758e-02,3.99532452e-02,9.68346451e-03
8.5,90.0,300.0,600.0,-120.0,MEAN,5,8.68809707e-03,1.17233859e-02,2.00324701e-02,3.59305080e-02,3.99648882e-02,2.64944881e-02,6.25951689e-03
8.5,90.0,60.0,900.0,120.0,MEAN,5,7.70898849e-01,1.75252816e+00,1.84528727e+00,9.06659959e-01,4.25140286e-01,1.62323265e-01,3.95882775e-02
8.5,90.0,120.0,900.0,60.0,MEAN,5,2.70565440e-01,6.17390059e-01,6.48074636e-01,3.88808459e-01,2.08515593e-01,8.53317635e-02,2.05809234e-02
8.5,90.0,180.0,900.0,-0.0,MEAN,5,7.67307528e-02,1.53089722e-01,1.80333975e-01,1.49571564e-01,1.00856234e-01,4.78951044e-02,1.17379424e-02
8.5,90.0,240.0,900.0,-60.0,MEAN,5,1.67557498e-02,2.60342052e-02,3.78688089e-02,5.04850509e-02,4.76566317e-02,2.94314018e-02,7.60467003e-03
8.5,90.0,300.0,900.0,-120.0,MEAN,5,7.34671023e-03,1.04119685e-02,1.63573558e-02,2.65045817e-02,2.84647798e-02,1.95170610e-02,4.91575721e-03
8.5,135.0,60.0,300.0,120.0,MEAN,5,8.36250083e-01,1.07763758e+00,1.46130387e+00,1.71139470e+00,1.14541994e+00,4.60080963e-01,7.73473236e-02
8.5,135.0,120.0,300.0,60.0,MEAN,5,4.17757270e-01,6.41178470e-01,8.94520756e-01,9.80213587e-01,6.46943809e-01,2.47137602e-01,4.02108766e-02
8.5,135.0,180.0,300.0,-0.0,MEAN,5,1.54499001e-01,2.43785979e-01,3.71487720e-01,4.52787029e-01,3.41211504e-01,1.40562260e-01,2.29335169e-02
8.5,135.0,240.0,300.0,-60.0,MEAN,5,3.78421616e-02,5.03876392e-02,9.22666343e-02,1.64003122e-01,1.66608457e-01,8.68097275e-02,1.48579557e-02
8.5,135.0,300.0,300.0,-120.0,MEAN,5,1.69284335e-02,2.08653374e-02,4.10262524e-02,8.71256431e-02,1.00059122e-01,5.76149415e-02,9.60437503e-03
8.5,135.0,60.0,600.0,120.0,MEAN,5,1.08928733e+00,1.99452918e+00,2.65926901e+00,1.78832838e+00,8.40294939e-01,2.84358998e-01,5.11718848e-02
8.5,135.0,120.0,600.0,60.0,MEAN,5,4.27100958e-01,8.48415648e-01,1.05232532e+00,7.66899648e-01,4.12133603e-01,1.49484763e-01,2.66029417e-02
8.5,135.0,180.0,600.0,-0.0,MEAN,5,1.29796531e-01,2.39156827e-01,3.14723675e-01,2.95020278e-01,1.99343572e-01,8.39029691e-02,1.51724873e-02
8.5,135.0,240.0,600.0,-60.0,MEAN,5,2.91043271e-02,4.28104997e-02,6.79074473e-02,9.95785120e-02,9.41939114e-02,5.15581295e-02,9.82981133e-03
8.5,135.0,300.0,600.0,-120.0,MEAN,5,1.28176755e-02,1.72708645e-02,2.94650757e-02,5.22785807e-02,5.62609830e-02,3.41901200e-02,6.35411737e-03
8.5,135.0,60.0,900.0,120.0,MEAN,5,1.13860279e+00,2.52959263e+00,2.71728975e+00,1.31918246e+00,5.98495615e-01,2.09471943e-01,4.01865777e-02
8.5,135.0,120.0,900.0,60.0,MEAN,5,3.99619958e-01,8.99766324e-01,9.54326511e-01,5.65712970e-01,2.93539974e-01,1.10117366e-01,2.08919642e-02
8.5,135.0,180.0,900.0,-0.0,MEAN,5,1.13329848e-01,2.25027035e-01,2.65551965e-01,2.17625342e-01,1.41981402e-01,6.18067940e-02,1.19153387e-02
8.5,135.0,240.0,900.0,-60.0,MEAN,5,2.47479207e-02,3.84083687e-02,5.57639603e-02,7.34553157e-02,6.70891140e-02,3.79800944e-02,7.71959990e-03
8.5,135.0,300.0,900.0,-120.0,MEAN,5,1.08509499e-02,1.53705218e-02,2.40871305e-02,3.85639389e-02,4.00715869e-02,2.51860182e-02,4.99004937e-03
