rup_mag,rup_hypo_depth,dist_rhypo,site_vs30,site_xvf,result_type,damping,pga,0.1,0.2,0.5,1.0,2.0,5.0
8.5,90.0,180.0,300.0,-0.0,MEAN,5,2.00760757e-01,3.50440588e-01,4.82808108e-01,5.01240449e-01,3.38600112e-01,1.36907169e-01,2.68532767e-02
8.5,90.0,240.0,300.0,-60.0,MEAN,5,3.08803826e-02,4.13384605e-02,7.57447966e-02,1.35483520e-01,1.41950868e-01,8.05597589e-02,1.75233707e-02
8.5,90.0,300.0,300.0,-120.0,MEAN,5,1.37634250e-02,1.70056976e-02,3.35006862e-02,7.18168299e-02,8.51639259e-02,5.34585637e-02,1.13273338e-02
8.5,90.0,60.0,600.0,120.0,MEAN,5,9.05807219e-01,1.70420200e+00,2.22327550e+00,1.47149857e+00,7.14621440e-01,2.63812208e-01,6.03517688e-02
8.5,90.0,120.0,600.0,60.0,MEAN,5,3.51869134e-01,7.12319760e-01,8.70318171e-01,6.31031610e-01,3.50495398e-01,1.38683515e-01,3.13753264e-02
8.5,90.0,180.0,600.0,-0.0,MEAN,5,1.74713984e-01,3.63488666e-01,4.33182304e-01,3.36556428e-01,2.00622089e-01,8.18973274e-02,1.77657444e-02
8.5,90.0,240.0,600.0,-60.0,MEAN,5,2.36265579e-02,3.48184836e-02,5.52936972e-02,8.19366508e-02,8.01063834e-02,4.78327188e-02,1.15932118e-02
8.5,90.0,300.0,600.0,-120.0,MEAN,5,1.03966806e-02,1.40205432e-02,2.39718184e-02,4.30166280e-02,4.78466581e-02,3.17196612e-02,7.49400230e-03
8.5,90.0,60.0,900.0,120.0,MEAN,5,9.22933487e-01,2.07673854e+00,2.20920996e+00,1.08546905e+00,5.08985332e-01,1.94336231e-01,4.73957732e-02
8.5,90.0,120.0,900.0,60.0,MEAN,5,3.23925642e-01,7.34932292e-01,7.75886206e-01,4.65488238e-01,2.49638489e-01,1.02160669e-01,2.46398388e-02
8.5,90.0,180.0,900.0,-0.0,MEAN,5,1.54284381e-01,3.48932159e-01,3.69794781e-01,2.48264994e-01,1.42892019e-01,6.03293459e-02,1.39518892e-02
8.5,90.0,240.0,900.0,-60.0,MEAN,5,2.00602746e-02,3.11539299e-02,4.53371955e-02,6.04415796e-02,5.70553469e-02,3.52357852e-02,9.10444300e-03
8.5,90.0,300.0,900.0,-120.0,MEAN,5,8.79560905e-03,1.24627868e-02,1.95833104e-02,3.17317454e-02,3.40785286e-02,2.33661643e-02,5.88522989e-03
8.5,135.0,60.0,300.0,120.0,MEAN,5,9.38963804e-01,1.16694681e+00,1.57756677e+00,1.93236967e+00,1.33188245e+00,5.48364362e-01,9.26015588e-02
8.5,135.0,120.0,300.0,60.0,MEAN,5,4.73650073e-01,7.01785072e-01,9.84606729e-01,1.12628796e+00,7.59403324e-01,2.94986116e-01,4.81411596e-02
8.5,135.0,180.0,300.0,-0.0,MEAN,5,2.75004322e-01,4.54880845e-01,6.35139470e-01,6.93439085e-01,4.65484612e-01,1.76033120e-01,2.72591120e-02
8.5,135.0,240.0,300.0,-60.0,MEAN,5,4.49937636e-02,5.95821485e-02,1.09364884e-01,1.95543651e-01,1.99088091e-01,1.03899931e-01,1.77882026e-02
8.5,135.0,300.0,300.0,-120.0,MEAN,5,2.02036852e-02,2.48395392e-02,4.88961106e-02,1.04117075e-01,1.19690955e-01,6.89686610e-02,1.14985245e-02
8.5,135.0,60.0,600.0,120.0,MEAN,5,1.27494899e+00,2.28012899e+00,3.10533056e+00,2.14101779e+00,1.00601569e+00,3.40439529e-01,6.12638690e-02
8.5,135.0,120.0,600.0,60.0,MEAN,5,5.03404071e-01,9.82203934e-01,1.23918064e+00,9.18145574e-01,4.93413505e-01,1.78965754e-01,3.18495037e-02
8.5,135.0,180.0,600.0,-0.0,MEAN,5,2.53187235e-01,5.14773257e-01,6.25417707e-01,4.89686714e-01,2.82427812e-01,1.05685358e-01,1.80342392e-02
8.5,135.0,240.0,600.0,-60.0,MEAN,5,3.47907147e-02,5.10754500e-02,8.11726872e-02,1.19217124e-01,1.12770586e-01,6.17262879e-02,1.17684208e-02
8.5,135.0,300.0,600.0,-120.0,MEAN,5,1.53350069e-02,2.06447525e-02,3.52514423e-02,6.25888245e-02,6.73566257e-02,4.09330054e-02,7.60725964e-03
8.5,135.0,60.0,900.0,120.0,MEAN,5,1.36315503e+00,2.99406828e+00,3.25318647e+00,1.57934814e+00,7.16529342e-01,2.50783448e-01,4.81120686e-02
8.5,135.0,120.0,900.0,60.0,MEAN,5,4.78431952e-01,1.06925210e+00,1.14253627e+00,6.77281390e-01,3.51431153e-01,1.31834422e-01,2.50122223e-02
8.5,135.0,180.0,900.0,-0.0,MEAN,5,2.27875067e-01,5.10873970e-01,5.44543706e-01,3.61223435e-01,2.01157712e-01,7.78527055e-02,1.41627450e-02
8.5,135.0,240.0,900.0,-60.0,MEAN,5,2.96286404e-02,4.59515032e-02,6.67615816e-02,8.79419794e-02,8.03202521e-02,4.54704285e-02,9.24203904e-03
8.5,135.0,300.0,900.0,-120.0,MEAN,5,1.29909456e-02,1.83962051e-02,2.88375308e-02,4.61694172e-02,4.79743995e-02,3.01531383e-02,5.97417375e-03
