id,lon,lat,number,nonstructural,structural,night,taxonomy,NAME_1,NAME_2,NAME_3,NAME_4,policy
a1,83.31382,29.46117,1,19845,11340,5,Wood,Mid-Western,Karnali,Dolpa,Tinje,p_Mid-Western
a2,83.31382,29.23617,1,19845,11340,5,Wood,Mid-Western,Karnali,Dolpa,Tinje,p_Mid-Western
a3,83.53882,29.08617,1,19845,11340,5,Wood,Mid-Western,Karnali,Dolpa,Chharka,p_Mid-Western
a4,80.68882,28.93617,1,19845,11340,5,Wood,Far-Western,Seti,Kailali,Nigali,p_Far-Western
a5,83.53882,29.01117,1,19845,11340,5,Wood,Mid-Western,Karnali,Dolpa,Chharka,p_Mid-Western
a6,81.13882,28.78617,1,19845,11340,5,Wood,Far-Western,Seti,Kailali,Sugarkhal,p_Far-Western
a7,83.98882,28.48617,1,19845,11340,5,Wood,West,Gandaki,Kaski,Machhapuchchhre,p_West
a8,83.23882,29.38617,1,19845,11340,5,Wood,Mid-Western,Karnali,Dolpa,Tinje,p_Mid-Western
a9,83.01382,29.08617,1,19845,11340,5,Wood,Mid-Western,Karnali,Dolpa,Raha,p_Mid-Western
a10,83.31382,28.71117,1,19845,11340,5,Wood,West,Dhaualagiri,Myagdi,Mudi,p_West
a11,86.91382,27.73617,1,19845,11340,5,Wood,East,Sagarmatha,Solukhumbu,Chheskam,p_East
a12,83.16382,29.31117,1,19845,11340,5,Wood,Mid-Western,Karnali,Dolpa,Saldang,p_Mid-Western
a13,80.61382,28.93617,1,19845,11340,5,Wood,Far-Western,Seti,Kailali,Godawari,p_Far-Western
a14,83.91382,29.01117,1,19845,11340,5,Wood,West,Dhaualagiri,Mustang,Surkhang,p_West
a15,82.03882,30.28617,1,19845,11340,5,Wood,Mid-Western,Karnali,Humla,Thehe,p_Mid-Western
a16,83.38882,29.31117,1,19845,11340,5,Wood,Mid-Western,Karnali,Dolpa,Tinje,p_Mid-Western
a17,80.68882,28.86117,1,19845,11340,5,Wood,Far-Western,Seti,Kailali,Khairala,p_Far-Western
a18,83.46382,28.71117,1,19845,11340,5,Wood,West,Dhaualagiri,Myagdi,Mudi,p_West
a19,84.13882,28.41117,1,19845,11340,5,Wood,West,Gandaki,Kaski,Namarjung,p_West
a20,83.08882,29.16117,1,19845,11340,5,Wood,Mid-Western,Karnali,Dolpa,Phoksundo,p_Mid-Western
a21,84.13882,28.78617,1,19845,11340,5,Wood,West,Gandaki,Manang,Nar,p_West
a22,85.11382,28.33617,1,19845,11340,5,Wood,Central,Bagmati,Dhading,Sertung,p_Central_Dhading
a23,84.06382,29.01117,1,19845,11340,5,Wood,West,Dhaualagiri,Mustang,Surkhang,p_West
a24,83.01382,29.61117,1,19845,11340,5,Wood,Mid-Western,Karnali,Dolpa,Bhijer,p_Mid-Western
a25,86.83882,27.73617,2,19845,11340,10,Wood,East,Sagarmatha,Solukhumbu,Chaurikharka,p_East
a26,84.36382,28.78617,2,19845,11340,10,Wood,West,Gandaki,Manang,Fu,p_West
a27,84.13882,28.56117,2,19845,11340,10,Wood,West,Gandaki,Manang,Pisang,p_West
a28,83.16382,29.01117,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Mukot,p_Mid-Western
a29,83.01382,29.23617,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Phoksundo,p_Mid-Western
a30,82.86382,28.86117,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Dunai,p_Mid-Western
a31,85.03882,28.56117,2,19845,11340,10,Wood,West,Gandaki,Gorkha,Chumchet,p_West
a33,83.31382,28.78617,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Mukot,p_Mid-Western
a34,81.88882,28.18617,2,19845,11340,10,Wood,Mid-Western,Bheri,Banke,Kanchanapur,p_Mid-Western
a35,83.23882,29.31117,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Tinje,p_Mid-Western
a36,84.13882,29.16117,2,19845,11340,10,Wood,West,Dhaualagiri,Mustang,Chhoser,p_West
a37,84.21382,28.78617,2,19845,11340,10,Wood,West,Gandaki,Manang,Fu,p_West
a38,86.83882,27.96117,2,19845,11340,10,Wood,East,Sagarmatha,Solukhumbu,Khumjung,p_East
a39,87.58882,27.73617,2,19845,11340,10,Wood,East,Koshi,Sankhuwasabha,Chepuwa,p_East
a41,83.31382,28.93617,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Mukot,p_Mid-Western
a42,81.96382,30.06117,2,19845,11340,10,Wood,Mid-Western,Karnali,Humla,Thehe,p_Mid-Western
a43,82.93882,29.08617,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Phoksundo,p_Mid-Western
a44,80.98882,28.78617,2,19845,11340,10,Wood,Far-Western,Seti,Kailali,RamsikharJhala,p_Far-Western
a45,84.73882,28.48617,2,19845,11340,10,Wood,West,Gandaki,Gorkha,Prok,p_West
a46,87.06382,27.73617,2,19845,11340,10,Wood,East,Koshi,Sankhuwasabha,Makalu,p_East
a47,83.16382,29.23617,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Tinje,p_Mid-Western
a48,84.06382,28.41117,2,19845,11340,10,Wood,West,Gandaki,Kaski,Parche,p_West
a50,82.63882,29.76117,2,19845,11340,10,Wood,Mid-Western,Karnali,Mugu,Mugu,p_Mid-Western
a51,83.46382,29.08617,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Chharka,p_Mid-Western
a52,83.98882,28.41117,2,19845,11340,10,Wood,West,Gandaki,Kaski,Machhapuchchhre,p_West
a53,85.03882,28.33617,2,19845,11340,10,Wood,West,Gandaki,Gorkha,Kerauja,p_West
a54,87.06382,27.66117,2,19845,11340,10,Wood,East,Koshi,Sankhuwasabha,Yafu,p_East
a55,81.88882,30.06117,2,19845,11340,10,Wood,Mid-Western,Karnali,Humla,Bargaun,p_Mid-Western
a56,83.91382,29.31117,2,19845,11340,10,Wood,West,Dhaualagiri,Mustang,Chhonhup,p_West
a57,83.23882,29.01117,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Dho,p_Mid-Western
a58,83.98882,28.78617,2,19845,11340,10,Wood,West,Gandaki,Manang,TankiManang,p_West
a59,82.11382,30.13617,2,19845,11340,10,Wood,Mid-Western,Karnali,Humla,Kharpunath,p_Mid-Western
a60,83.68882,28.93617,2,19845,11340,10,Wood,West,Dhaualagiri,Mustang,Chhusang,p_West
a61,83.91382,28.86117,2,19845,11340,10,Wood,West,Dhaualagiri,Mustang,Chhusang,p_West
a62,83.91382,28.71117,2,19845,11340,10,Wood,West,Gandaki,Manang,Khangsar,p_West
a63,83.91382,28.48617,2,19845,11340,10,Wood,West,Gandaki,Kaski,Lwangghale,p_West
a64,81.13882,29.83617,2,19845,11340,10,Wood,Far-Western,Seti,Bajhang,Kanda,p_Far-Western
a65,83.08882,29.23617,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Phoksundo,p_Mid-Western
a66,82.93882,28.86117,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Dunai,p_Mid-Western
a67,84.06382,29.16117,2,19845,11340,10,Wood,West,Dhaualagiri,Mustang,Chhoser,p_West
a68,83.23882,28.93617,2,19845,11340,10,Wood,Mid-Western,Karnali,Dolpa,Mukot,p_Mid-Western
a69,84.58882,27.43617,2,19845,11340,10,Wood,Central,Narayani,Parsa,Royal Chitawan Natio,p_Central_Parsa
a70,87.13882,27.66117,2,19845,11340,10,Wood,East,Koshi,Sankhuwasabha,Makalu,p_East
a71,81.81382,30.28617,3,19845,11340,15,Wood,Mid-Western,Karnali,Humla,Limi,p_Mid-Western
a72,82.78882,29.08617,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Tripurakot,p_Mid-Western
a73,82.63882,27.73617,3,19845,11340,15,Wood,Mid-Western,Rapti,Dang,Gobardiya,p_Mid-Western
a74,82.71382,29.16117,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Kaigaun,p_Mid-Western
a75,84.51382,28.48617,3,19845,11340,15,Wood,West,Gandaki,Manang,Dharapani,p_West
a76,83.01382,29.16117,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Phoksundo,p_Mid-Western
a77,81.36382,28.56117,3,19845,11340,15,Wood,Mid-Western,Bheri,Bardiya,Royal Bardiya Nation,p_Mid-Western
a78,83.23882,29.23617,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Tinje,p_Mid-Western
a79,84.13882,29.23617,3,19845,11340,15,Wood,West,Dhaualagiri,Mustang,Chhoser,p_West
a81,82.03882,30.21117,3,19845,11340,15,Wood,Mid-Western,Karnali,Humla,Kharpunath,p_Mid-Western
a82,83.01382,29.01117,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Lawan,p_Mid-Western
a83,82.63882,29.31117,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Kaigaun,p_Mid-Western
a84,83.98882,29.08617,3,19845,11340,15,Wood,West,Dhaualagiri,Mustang,Surkhang,p_West
a85,88.03882,27.58617,3,19845,11340,15,Wood,East,Mechi,Taplejung,Yamfudin,p_East
a86,81.96382,30.28617,3,19845,11340,15,Wood,Mid-Western,Karnali,Humla,Thehe,p_Mid-Western
a87,82.78882,29.23617,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Phoksundo,p_Mid-Western
a88,83.31382,29.01117,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Chharka,p_Mid-Western
a89,84.96382,28.41117,3,19845,11340,15,Wood,West,Gandaki,Gorkha,Chumchet,p_West
a90,82.78882,29.31117,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Kaigaun,p_Mid-Western
a91,83.46382,29.01117,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Chharka,p_Mid-Western
a92,81.51382,29.98617,3,19845,11340,15,Wood,Mid-Western,Karnali,Humla,Muchu,p_Mid-Western
a93,83.16382,29.53617,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Saldang,p_Mid-Western
a94,83.61382,28.93617,3,19845,11340,15,Wood,West,Dhaualagiri,Mustang,Chhusang,p_West
a95,87.13882,27.73617,3,19845,11340,15,Wood,East,Koshi,Sankhuwasabha,Makalu,p_East
a96,81.43882,30.06117,3,19845,11340,15,Wood,Mid-Western,Karnali,Humla,Muchu,p_Mid-Western
a97,83.91382,28.41117,3,19845,11340,15,Wood,West,Gandaki,Kaski,Lwangghale,p_West
a98,81.51382,30.28617,3,19845,11340,15,Wood,Mid-Western,Karnali,Humla,Limi,p_Mid-Western
a99,82.18882,29.98617,3,19845,11340,15,Wood,Mid-Western,Karnali,Humla,Kharpunath,p_Mid-Western
a100,82.56382,29.16117,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Kaigaun,p_Mid-Western
a101,83.68882,28.63617,3,19845,11340,15,Wood,West,Dhaualagiri,Mustang,Kunjo,p_West
a102,87.58882,27.81117,3,19845,11340,15,Wood,East,Koshi,Sankhuwasabha,Chepuwa,p_East
a103,83.08882,29.31117,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Saldang,p_Mid-Western
a104,87.51382,27.58617,3,19845,11340,15,Wood,East,Mechi,Taplejung,Nalbu,p_East
a105,82.93882,29.61117,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Bhijer,p_Mid-Western
a106,84.28882,28.48617,3,19845,11340,15,Wood,West,Gandaki,Manang,Chame,p_West
a107,87.13882,27.81117,3,19845,11340,15,Wood,East,Koshi,Sankhuwasabha,Makalu,p_East
a108,81.58882,30.13617,3,19845,11340,15,Wood,Mid-Western,Karnali,Humla,Muchu,p_Mid-Western
a109,81.96382,30.13617,3,19845,11340,15,Wood,Mid-Western,Karnali,Humla,Thehe,p_Mid-Western
a110,81.66382,30.13617,3,19845,11340,15,Wood,Mid-Western,Karnali,Humla,Khagalgaun,p_Mid-Western
a111,81.58882,28.33617,3,19845,11340,15,Wood,Mid-Western,Bheri,Bardiya,Royal Bardiya Nation,p_Mid-Western
a112,87.21382,27.73617,3,19845,11340,15,Wood,East,Koshi,Sankhuwasabha,Makalu,p_East
a113,81.43882,28.56117,3,19845,11340,15,Wood,Mid-Western,Bheri,Surkhet,Hariharpur,p_Mid-Western
a114,82.86382,29.23617,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Phoksundo,p_Mid-Western
a115,83.38882,29.01117,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Chharka,p_Mid-Western
a116,84.58882,28.41117,3,19845,11340,15,Wood,West,Gandaki,Lamjung,Faleni,p_West
a118,80.38882,29.01117,3,19845,11340,15,Wood,Far-Western,Mahakali,Kanchanpur,Jhalari,p_Far-Western
a119,81.96382,28.11117,3,19845,11340,15,Wood,Mid-Western,Bheri,Banke,Kanchanapur,p_Mid-Western
a120,85.86382,28.11117,3,19845,11340,15,Wood,Central,Bagmati,Sindhupalchok,Gumba,p_Central_Sindhupalchok
a121,81.28882,30.06117,3,19845,11340,15,Wood,Mid-Western,Karnali,Humla,Muchu,p_Mid-Western
a122,82.86382,29.61117,3,19845,11340,15,Wood,Mid-Western,Karnali,Dolpa,Bhijer,p_Mid-Western
a123,83.98882,29.31117,3,19845,11340,15,Wood,West,Dhaualagiri,Mustang,Chhonhup,p_West
a124,83.01382,29.31117,4,19845,11340,20,Wood,Mid-Western,Karnali,Dolpa,Bhijer,p_Mid-Western
a125,83.46382,28.93617,4,19845,11340,20,Wood,Mid-Western,Karnali,Dolpa,Chharka,p_Mid-Western
a126,86.76382,27.96117,4,19845,11340,20,Wood,East,Sagarmatha,Solukhumbu,Khumjung,p_East
a127,85.71382,28.18617,4,19845,11340,20,Wood,Central,Bagmati,Rasuwa,Langtang,p_Central_Rasuwa
a128,84.66382,28.33617,4,19845,11340,20,Wood,West,Gandaki,Lamjung,Dhodeni,p_West
a129,82.86382,29.31117,4,19845,11340,20,Wood,Mid-Western,Karnali,Dolpa,Phoksundo,p_Mid-Western
a130,82.63882,29.16117,4,19845,11340,20,Wood,Mid-Western,Karnali,Dolpa,Kaigaun,p_Mid-Western
a131,84.13882,28.71117,4,19845,11340,20,Wood,West,Gandaki,Manang,Nar,p_West
a132,83.76382,28.71117,4,19845,11340,20,Wood,West,Dhaualagiri,Mustang,Jomsom,p_West
a133,87.06382,27.58617,4,19845,11340,20,Wood,East,Koshi,Sankhuwasabha,Tamku,p_East
a134,82.86382,29.38617,4,19845,11340,20,Wood,Mid-Western,Karnali,Dolpa,Bhijer,p_Mid-Western
a135,86.83882,27.81117,4,19845,11340,20,Wood,East,Sagarmatha,Solukhumbu,Chaurikharka,p_East
a136,80.83882,28.86117,4,19845,11340,20,Wood,Far-Western,Seti,Kailali,Khairala,p_Far-Western
a137,83.08882,29.01117,4,19845,11340,20,Wood,Mid-Western,Karnali,Dolpa,Lawan,p_Mid-Western
a138,83.38882,29.08617,4,19845,11340,20,Wood,Mid-Western,Karnali,Dolpa,Chharka,p_Mid-Western
a139,81.43882,28.48617,4,19845,11340,20,Wood,Mid-Western,Bheri,Bardiya,Royal Bardiya Nation,p_Mid-Western
a140,81.51382,30.36117,4,19845,11340,20,Wood,Mid-Western,Karnali,Humla,Limi,p_Mid-Western
a141,84.06382,29.23617,4,19845,11340,20,Wood,West,Dhaualagiri,Mustang,Chhoser,p_West
a142,82.78882,29.16117,4,19845,11340,20,Wood,Mid-Western,Karnali,Dolpa,Phoksundo,p_Mid-Western
a143,84.21382,28.41117,4,19845,11340,20,Wood,West,Gandaki,Kaski,Namarjung,p_West
a144,80.76382,28.86117,4,19845,11340,20,Wood,Far-Western,Seti,Kailali,Khairala,p_Far-Western
a145,83.91382,28.78617,4,19845,11340,20,Wood,West,Dhaualagiri,Mustang,Muktinath,p_West
a146,83.31382,29.16117,4,19845,11340,20,Wood,Mid-Western,Karnali,Dolpa,Chharka,p_Mid-Western
a147,81.58882,29.76117,5,19845,11340,24,Wood,Far-Western,Seti,Bajura,Bichhaiyan,p_Far-Western
a148,82.71382,27.73617,5,19845,11340,24,Wood,West,Lumbini,Kapilbastu,Gugauli,p_West
a149,80.98882,28.86117,5,19845,11340,24,Wood,Far-Western,Seti,Kailali,Pandaun,p_Far-Western
a150,81.96382,30.21117,5,19845,11340,24,Wood,Mid-Western,Karnali,Humla,Thehe,p_Mid-Western
a151,85.11382,28.41117,5,19845,11340,24,Wood,West,Gandaki,Gorkha,Kerauja,p_West
a152,81.36382,29.83617,5,19845,11340,24,Wood,Far-Western,Seti,Bajhang,Kanda,p_Far-Western
a153,83.76382,28.93617,5,19845,11340,24,Wood,West,Dhaualagiri,Mustang,Chhusang,p_West
a154,83.01382,29.53617,5,19845,11340,24,Wood,Mid-Western,Karnali,Dolpa,Bhijer,p_Mid-Western
a155,81.73882,29.91117,5,19845,11340,24,Wood,Mid-Western,Karnali,Humla,Syada,p_Mid-Western
a156,87.43882,27.66117,5,19845,11340,24,Wood,East,Koshi,Sankhuwasabha,Pawakhola,p_East
a157,88.03882,27.51117,5,19845,11340,24,Wood,East,Mechi,Taplejung,Yamfudin,p_East
a158,81.73882,30.13617,5,19845,11340,24,Wood,Mid-Western,Karnali,Humla,Khagalgaun,p_Mid-Western
a159,83.53882,28.93617,5,19845,11340,24,Wood,Mid-Western,Karnali,Dolpa,Chharka,p_Mid-Western
a160,86.53882,27.73617,5,19845,11340,24,Wood,Central,Janakpur,Ramechhap,Gumdel,p_Central_Ramechhap
a161,82.33882,29.98617,5,19845,11340,24,Wood,Mid-Western,Karnali,Humla,Shreemastha,p_Mid-Western
a162,81.88882,29.46117,5,19845,11340,24,Wood,Mid-Western,Karnali,Mugu,Gumtha,p_Mid-Western
a163,86.61382,27.96117,5,19845,11340,24,Wood,East,Sagarmatha,Solukhumbu,Namche,p_East
a164,86.91382,27.66117,5,19845,11340,24,Wood,East,Sagarmatha,Solukhumbu,Chheskam,p_East
a165,84.51382,28.63617,5,19845,11340,24,Wood,West,Gandaki,Manang,Thoche,p_West
a166,82.41382,29.76117,5,19845,11340,24,Wood,Mid-Western,Karnali,Mugu,Mugu,p_Mid-Western
a167,85.03882,28.41117,5,19845,11340,24,Wood,West,Gandaki,Gorkha,Kerauja,p_West
a168,82.41382,29.83617,5,19845,11340,24,Wood,Mid-Western,Karnali,Humla,Mimi,p_Mid-Western
a169,84.81382,28.41117,6,19845,11340,29,Wood,West,Gandaki,Gorkha,Sirdibas,p_West
a170,81.66382,29.98617,6,19845,11340,29,Wood,Mid-Western,Karnali,Humla,Khagalgaun,p_Mid-Western
a171,81.36382,30.13617,6,19845,11340,29,Wood,Mid-Western,Karnali,Humla,Muchu,p_Mid-Western
a172,83.16382,29.38617,6,19845,11340,29,Wood,Mid-Western,Karnali,Dolpa,Saldang,p_Mid-Western
a173,84.06382,29.08617,6,19845,11340,29,Wood,West,Dhaualagiri,Mustang,Surkhang,p_West
a174,84.21382,28.33617,6,19845,11340,29,Wood,West,Gandaki,Lamjung,Pasagaun,p_West
a175,82.93882,29.31117,6,19845,11340,29,Wood,Mid-Western,Karnali,Dolpa,Bhijer,p_Mid-Western
a176,83.31382,28.63617,6,19845,11340,29,Wood,West,Dhaualagiri,Myagdi,Mudi,p_West
a177,85.18882,28.26117,6,19845,11340,29,Wood,Central,Bagmati,Dhading,Tipling,p_Central_Dhading
a178,87.51382,27.81117,6,19845,11340,29,Wood,East,Koshi,Sankhuwasabha,Chepuwa,p_East
a179,82.93882,29.23617,6,19845,11340,29,Wood,Mid-Western,Karnali,Dolpa,Phoksundo,p_Mid-Western
a180,83.23882,29.46117,6,19845,11340,29,Wood,Mid-Western,Karnali,Dolpa,Tinje,p_Mid-Western
a181,81.43882,28.41117,6,19845,11340,29,Wood,Mid-Western,Bheri,Bardiya,Royal Bardiya Nation,p_Mid-Western
a182,82.03882,30.06117,6,19845,11340,29,Wood,Mid-Western,Karnali,Humla,Kharpunath,p_Mid-Western
a183,82.03882,30.13617,6,19845,11340,29,Wood,Mid-Western,Karnali,Humla,Thehe,p_Mid-Western
a184,81.58882,29.83617,6,19845,11340,29,Wood,Far-Western,Seti,Bajura,Bichhaiyan,p_Far-Western
a185,84.58882,28.71117,6,19845,11340,29,Wood,West,Gandaki,Gorkha,Samagaun,p_West
a186,83.76382,28.56117,6,19845,11340,29,Wood,West,Dhaualagiri,Myagdi,Narchyang,p_West
a187,86.46382,27.88617,6,19845,11340,29,Wood,Central,Janakpur,Dolakha,GauriSankar,p_Central_Dolakha
a188,83.16382,29.08617,6,19845,11340,29,Wood,Mid-Western,Karnali,Dolpa,Dho,p_Mid-Western
a189,81.13882,28.71117,6,19845,11340,29,Wood,Far-Western,Seti,Kailali,Chauha,p_Far-Western
a190,87.51382,27.66117,7,19845,11340,34,Wood,East,Koshi,Sankhuwasabha,Pawakhola,p_East
a191,84.66382,27.43617,7,19845,11340,34,Wood,Central,Narayani,Chitawan,Royal Chitawan Natio,p_Central_Chitawan
a192,86.61382,27.81117,7,19845,11340,34,Wood,East,Sagarmatha,Solukhumbu,Namche,p_East
a193,83.01382,29.38617,7,19845,11340,34,Wood,Mid-Western,Karnali,Dolpa,Saldang,p_Mid-Western
a194,82.71382,29.23617,7,19845,11340,34,Wood,Mid-Western,Karnali,Dolpa,Kaigaun,p_Mid-Western
a195,83.76382,28.63617,7,19845,11340,34,Wood,West,Dhaualagiri,Myagdi,Narchyang,p_West
a196,82.03882,27.96117,7,19845,11340,34,Wood,Mid-Western,Bheri,Banke,Khaskusma,p_Mid-Western
a197,83.16382,28.93617,7,19845,11340,34,Wood,Mid-Western,Karnali,Dolpa,Mukot,p_Mid-Western
a198,85.71382,28.11117,7,19845,11340,34,Wood,Central,Bagmati,Sindhupalchok,Gloche,p_Central_Sindhupalchok
a199,85.78882,28.11117,7,19845,11340,34,Wood,Central,Bagmati,Sindhupalchok,Gumba,p_Central_Sindhupalchok
a200,84.96382,28.26117,7,19845,11340,34,Wood,West,Gandaki,Gorkha,Kerauja,p_West
a201,84.73882,27.43617,7,19845,11340,34,Wood,Central,Narayani,Parsa,Royal Chitawan Natio,p_Central_Parsa
a202,83.76382,28.41117,7,19845,11340,34,Wood,West,Gandaki,Kaski,Ghandruk,p_West
a203,86.68882,27.96117,7,19845,11340,34,Wood,East,Sagarmatha,Solukhumbu,Khumjung,p_East
a204,82.63882,27.96117,7,19845,11340,34,Wood,Mid-Western,Rapti,Dang,Kabhre,p_Mid-Western
a205,83.98882,28.93617,7,19845,11340,34,Wood,West,Dhaualagiri,Mustang,Surkhang,p_West
a206,85.63882,28.11117,7,19845,11340,34,Wood,Central,Bagmati,Sindhupalchok,Motang,p_Central_Sindhupalchok
a207,81.58882,30.28617,7,19845,11340,34,Wood,Mid-Western,Karnali,Humla,Limi,p_Mid-Western
a208,86.76382,27.73617,7,19845,11340,34,Wood,East,Sagarmatha,Solukhumbu,Chaurikharka,p_East
a209,84.58882,28.26117,7,19845,11340,34,Wood,West,Gandaki,Lamjung,Dudhpokhari,p_West
a210,83.76382,28.48617,7,19845,11340,34,Wood,West,Dhaualagiri,Myagdi,Narchyang,p_West
a211,86.61382,27.88617,7,19845,11340,34,Wood,East,Sagarmatha,Solukhumbu,Namche,p_East
a212,83.31382,29.31117,8,19845,11340,39,Wood,Mid-Western,Karnali,Dolpa,Tinje,p_Mid-Western
a213,84.96382,28.33617,8,19845,11340,39,Wood,West,Gandaki,Gorkha,Kerauja,p_West
a214,82.86382,29.08617,8,19845,11340,39,Wood,Mid-Western,Karnali,Dolpa,Phoksundo,p_Mid-Western
a215,83.53882,28.63617,8,19845,11340,39,Wood,West,Dhaualagiri,Myagdi,Kuinemangale,p_West
a216,82.56382,29.68617,8,19845,11340,39,Wood,Mid-Western,Karnali,Mugu,Mugu,p_Mid-Western
a217,81.36382,30.06117,8,19845,11340,39,Wood,Mid-Western,Karnali,Humla,Muchu,p_Mid-Western
a218,82.86382,29.53617,8,19845,11340,39,Wood,Mid-Western,Karnali,Dolpa,Bhijer,p_Mid-Western
a219,87.28882,27.73617,8,19845,11340,39,Wood,East,Koshi,Sankhuwasabha,Makalu,p_East
a220,81.73882,30.36117,8,19845,11340,39,Wood,Mid-Western,Karnali,Humla,Limi,p_Mid-Western
a221,82.18882,29.91117,8,19845,11340,39,Wood,Mid-Western,Karnali,Humla,Shreemastha,p_Mid-Western
a222,84.36382,28.63617,8,19845,11340,39,Wood,West,Gandaki,Manang,Thoche,p_West
a223,84.28882,28.41117,8,19845,11340,39,Wood,West,Gandaki,Lamjung,Khudi,p_West
a224,82.93882,27.73617,8,19845,11340,39,Wood,West,Lumbini,Kapilbastu,Barakulpur,p_West
a225,81.28882,29.98617,8,19845,11340,39,Wood,Far-Western,Seti,Bajhang,Kanda,p_Far-Western
a226,86.98882,27.58617,8,19845,11340,39,Wood,East,Koshi,Sankhuwasabha,Bala,p_East
a227,82.78882,29.53617,8,19845,11340,39,Wood,Mid-Western,Karnali,Mugu,Dolphu,p_Mid-Western
a228,83.01382,29.46117,8,19845,11340,39,Wood,Mid-Western,Karnali,Dolpa,Bhijer,p_Mid-Western
a229,83.98882,29.01117,8,19845,11340,39,Wood,West,Dhaualagiri,Mustang,Surkhang,p_West
a230,82.41382,29.46117,8,19845,11340,39,Wood,Mid-Western,Karnali,Mugu,Kimari,p_Mid-Western
a231,83.23882,29.16117,8,19845,11340,39,Wood,Mid-Western,Karnali,Dolpa,Dho,p_Mid-Western
a232,85.03882,28.26117,8,19845,11340,39,Wood,Central,Bagmati,Dhading,Lapa,p_Central_Dhading
a233,85.11382,28.63617,8,19845,11340,39,Wood,West,Gandaki,Gorkha,Chhaikampar,p_West
a234,82.71382,28.93617,9,19845,11340,44,Wood,Mid-Western,Karnali,Dolpa,Suhun,p_Mid-Western
a235,82.71382,29.68617,9,19845,11340,44,Wood,Mid-Western,Karnali,Mugu,Dolphu,p_Mid-Western
a236,82.71382,28.86117,9,19845,11340,44,Wood,Mid-Western,Karnali,Dolpa,Majhfal,p_Mid-Western
a237,82.48882,29.31117,9,19845,11340,44,Wood,Mid-Western,Karnali,Jumla,Patarasi,p_Mid-Western
a238,81.28882,29.91117,9,19845,11340,44,Wood,Far-Western,Seti,Bajhang,Kanda,p_Far-Western
a239,82.41382,29.91117,9,19845,11340,44,Wood,Mid-Western,Karnali,Humla,Mimi,p_Mid-Western
a240,83.91382,28.93617,9,19845,11340,44,Wood,West,Dhaualagiri,Mustang,Chhusang,p_West
a241,84.43882,28.48617,9,19845,11340,44,Wood,West,Gandaki,Lamjung,Ghermu,p_West
a242,84.43882,27.51117,9,19845,11340,44,Wood,Central,Narayani,Chitawan,Royal Chitawan Natio,p_Central_Chitawan
a243,82.33882,29.76117,9,19845,11340,44,Wood,Mid-Western,Karnali,Humla,Mimi,p_Mid-Western
a244,82.33882,29.68617,9,19845,11340,44,Wood,Mid-Western,Karnali,Mugu,Mangri,p_Mid-Western
a245,80.98882,28.93617,9,19845,11340,44,Wood,Mid-Western,Bheri,Surkhet,Lagaam,p_Mid-Western
a246,81.06382,29.91117,9,19845,11340,44,Wood,Far-Western,Seti,Bajhang,Kanda,p_Far-Western
a247,82.56382,29.91117,9,19845,11340,44,Wood,Mid-Western,Karnali,Mugu,Mugu,p_Mid-Western
a248,81.36382,29.91117,9,19845,11340,44,Wood,Far-Western,Seti,Bajhang,Kanda,p_Far-Western
a249,83.83882,28.41117,9,19845,11340,44,Wood,West,Gandaki,Kaski,Lumle,p_West
a250,84.13882,28.33617,9,19845,11340,44,Wood,West,Gandaki,Kaski,Namarjung,p_West
a251,81.51382,30.13617,9,19845,11340,44,Wood,Mid-Western,Karnali,Humla,Muchu,p_Mid-Western
a252,82.56382,29.46117,9,19845,11340,44,Wood,Mid-Western,Karnali,Mugu,Dolphu,p_Mid-Western
