rup_mag,dist_rhypo,site_vs30,result_type,damping,PGA,0.05,0.1,0.2,0.5,1.0,2.0,10.0
6,10,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
6,20,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
6,50,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
6,100,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
6,150,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
6,200,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
7,10,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
7,20,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
7,50,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
7,100,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
7,150,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
7,200,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
8,10,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
8,20,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
8,50,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
8,100,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
8,150,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
8,200,500,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
4,10,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
4,20,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
4,50,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
4,100,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
4,150,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
4,200,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
5,10,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
5,20,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
5,50,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
5,100,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
5,150,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
5,200,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
6,10,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
6,20,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
6,50,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
6,100,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
6,150,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
6,200,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
7,10,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
7,20,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
7,50,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
7,100,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
7,150,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
7,200,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
8,10,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
8,20,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
8,50,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
8,100,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
8,150,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
8,200,900,TOTAL_STDDEV,5,0.67304562268216,0.692847854481908,0.695150439574902,0.748340155223065,0.818569000559383,0.860476049251875,0.927941792476601,0.963171344399409
