rup_mag,rup_dip,rup_rake,rup_ztor,dist_rrup,dist_rjb,dist_rx,site_vs30,site_vs30measured,site_z1pt0,result_type,damping,0.01,0.02,0.03,0.04,0.05,0.075,0.1,0.15,0.2,0.25,0.3,0.4,0.5,0.75,1.0,1.5,2.0,3.0,4.0,5.0,7.5,10.0,pga
5.0,30.0,0.0,5.0,50.0,50.0,50.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59784318,0.59788187,0.60821606,0.61540351,0.62080290,0.63022040,0.63617515,0.64307020,0.64559147,0.64554466,0.64371880,0.63791267,0.63116191,0.61631169,0.60603929,0.58812795,0.58194146,0.57806729,0.57683299,0.57629749,0.57577596,0.57551519,0.59784638
5.0,30.0,0.0,10.0,50.0,50.0,50.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59247002,0.59278677,0.60305179,0.60980013,0.61456347,0.62260044,0.62799488,0.63477819,0.63781326,0.63850029,0.63747722,0.63312788,0.62751683,0.61422837,0.60469198,0.58748130,0.58165015,0.57800933,0.57682758,0.57629749,0.57577596,0.57551519,0.59253796
5.0,30.0,0.0,10.0,50.0,50.0,50.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59672572,0.59686983,0.60720343,0.61423188,0.61938143,0.62826146,0.63402780,0.64097918,0.64372483,0.64393699,0.64235709,0.63694185,0.63046153,0.61595727,0.60582327,0.58801092,0.58185777,0.57804273,0.57683066,0.57629749,0.57577596,0.57551519,0.59674239
5.0,30.0,0.0,10.0,50.0,50.0,50.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59777686,0.59782533,0.60816050,0.61533381,0.62070853,0.63006848,0.63600487,0.64291575,0.64546431,0.64544348,0.64363885,0.63786191,0.63112872,0.61629850,0.60603244,0.58812435,0.58193741,0.57806590,0.57683293,0.57629749,0.57577596,0.57551519,0.59778082
5.0,30.0,0.0,15.0,50.0,50.0,50.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59256813,0.59288234,0.60315250,0.60991421,0.61469568,0.62277370,0.62818713,0.63497231,0.63798829,0.63848952,0.63731994,0.63278605,0.62709576,0.61392319,0.60446134,0.58739275,0.58161740,0.57800507,0.57682741,0.57629749,0.57577596,0.57551519,0.59263500
5.0,30.0,0.0,15.0,50.0,50.0,50.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59674979,0.59689207,0.60722652,0.61426005,0.61941747,0.62831587,0.63408971,0.64103890,0.64377571,0.64393404,0.64231613,0.63685993,0.63036666,0.61589726,0.60578077,0.58799207,0.58184559,0.57804013,0.57683055,0.57629749,0.57577596,0.57551519,0.59676618
5.0,30.0,0.0,15.0,50.0,50.0,50.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59778257,0.59783034,0.60816563,0.61534053,0.62071798,0.63008477,0.63602385,0.64293329,0.64547847,0.64544270,0.64362856,0.63784289,0.63110794,0.61628695,0.60602476,0.58812043,0.58193313,0.57806447,0.57683287,0.57629749,0.57577596,0.57551519,0.59778646
5.0,30.0,0.0,0.0,100.0,100.0,100.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59698058,0.59705299,0.60739808,0.61457535,0.61996646,0.62939611,0.63532033,0.64207454,0.64448400,0.64440403,0.64259494,0.63691660,0.63031955,0.61574298,0.60563296,0.58791098,0.58185061,0.57805640,0.57683196,0.57629749,0.57577596,0.57551519,0.59699474
5.0,30.0,0.0,0.0,100.0,100.0,100.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59782948,0.59786027,0.60819774,0.61540795,0.62085079,0.63038923,0.63637920,0.64321685,0.64565782,0.64555192,0.64368657,0.63784801,0.63109204,0.61625479,0.60599658,0.58810238,0.58193230,0.57807134,0.57683344,0.57629749,0.57577596,0.57551519,0.59783294
5.0,30.0,0.0,0.0,100.0,100.0,100.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59803855,0.59804866,0.60838158,0.61561436,0.62109357,0.63070497,0.63672472,0.64357207,0.64600187,0.64586888,0.64397242,0.63807218,0.63126677,0.61635571,0.60606377,0.58814336,0.58196364,0.57808170,0.57683453,0.57629749,0.57577596,0.57551519,0.59803937
5.0,30.0,0.0,5.0,100.0,100.0,100.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59666130,0.59675405,0.60710359,0.61426352,0.61962655,0.62899940,0.63489801,0.64163843,0.64405481,0.64400050,0.64222370,0.63661790,0.63008584,0.61560956,0.60554929,0.58787507,0.58183623,0.57805436,0.57683188,0.57629749,0.57577596,0.57551519,0.59667940
5.0,30.0,0.0,5.0,100.0,100.0,100.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59775153,0.59779101,0.60813051,0.61533133,0.62075858,0.63026538,0.63624405,0.64308351,0.64553381,0.64544182,0.64359034,0.63777669,0.63103953,0.61622860,0.60598117,0.58809474,0.58192696,0.57807009,0.57683339,0.57629749,0.57577596,0.57551519,0.59775594
5.0,30.0,0.0,5.0,100.0,100.0,100.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59802008,0.59803305,0.60836664,0.61559609,0.62106942,0.63066795,0.63668338,0.64353300,0.64596741,0.64583990,0.64394829,0.63805564,0.63125528,0.61635068,0.60606098,0.58814178,0.58196175,0.57808101,0.57683450,0.57629749,0.57577596,0.57551519,0.59802113
5.0,30.0,0.0,10.0,100.0,100.0,100.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59625729,0.59637569,0.60673095,0.61386950,0.61919792,0.62850128,0.63436924,0.64109503,0.64352209,0.64350122,0.64176556,0.63625135,0.62980110,0.61545020,0.60545112,0.58783432,0.58182042,0.57805222,0.57683180,0.57629749,0.57577596,0.57551519,0.59628031
5.0,30.0,0.0,10.0,100.0,100.0,100.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59765284,0.59770332,0.60804541,0.61523447,0.62064225,0.63010981,0.63607477,0.64291730,0.64537982,0.64530554,0.64347155,0.63768914,0.63097554,0.61619732,0.60596310,0.58808607,0.58192108,0.57806879,0.57683333,0.57629749,0.57577596,0.57551519,0.59765846
5.0,30.0,0.0,10.0,100.0,100.0,100.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59799669,0.59801329,0.60834772,0.61557299,0.62103896,0.63062145,0.63663160,0.64348429,0.64592461,0.64580402,0.64391850,0.63803533,0.63124127,0.61634466,0.60605772,0.58813997,0.58195969,0.57808029,0.57683446,0.57629749,0.57577596,0.57551519,0.59799802
5.0,30.0,0.0,15.0,100.0,100.0,100.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59626606,0.59638415,0.60673963,0.61387905,0.61920870,0.62851465,0.63438396,0.64111041,0.64353688,0.64345791,0.64167238,0.63608918,0.62960518,0.61530205,0.60533620,0.58778818,0.58180308,0.57804998,0.57683171,0.57629749,0.57577596,0.57551519,0.59628898
5.0,30.0,0.0,15.0,100.0,100.0,100.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59765498,0.59770528,0.60804739,0.61523682,0.62064518,0.63011398,0.63607948,0.64292201,0.64538409,0.64529371,0.64344738,0.63765040,0.63093150,0.61616822,0.60594194,0.58807625,0.58191463,0.57806743,0.57683328,0.57629749,0.57577596,0.57551519,0.59766058
5.0,30.0,0.0,15.0,100.0,100.0,100.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59799720,0.59801373,0.60834816,0.61557355,0.62103972,0.63062270,0.63663305,0.64348567,0.64592580,0.64580091,0.64391244,0.63802634,0.63123163,0.61633907,0.60605389,0.58813793,0.58195742,0.57807954,0.57683443,0.57629749,0.57577596,0.57551519,0.59799853
5.0,30.0,0.0,0.0,200.0,200.0,200.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59788632,0.59790312,0.60824647,0.61548986,0.62098299,0.63062914,0.63665078,0.64345765,0.64583006,0.64565367,0.64372384,0.63780106,0.63100254,0.61614057,0.60589345,0.58804137,0.58191735,0.57807484,0.57683388,0.57629749,0.57577596,0.57551519,0.59788896
5.0,30.0,0.0,0.0,200.0,200.0,200.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59805051,0.59805710,0.60839131,0.61563254,0.62112639,0.63077391,0.63680463,0.64363939,0.64604645,0.64589262,0.64397896,0.63805906,0.63124542,0.61633282,0.60604452,0.58813013,0.58195711,0.57808254,0.57683465,0.57629749,0.57577596,0.57551519,0.59805115
5.0,30.0,0.0,0.0,200.0,200.0,200.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59809092,0.59809302,0.60842459,0.61566789,0.62116573,0.63081990,0.63685479,0.64369586,0.64610983,0.64595855,0.64404573,0.63812113,0.63130034,0.61637072,0.60607243,0.58814913,0.58197237,0.57808788,0.57683522,0.57629749,0.57577596,0.57551519,0.59809107
5.0,30.0,0.0,5.0,200.0,200.0,200.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59782330,0.59784496,0.60819210,0.61543542,0.62092685,0.63057028,0.63658837,0.64338712,0.64574963,0.64556830,0.64363569,0.63771709,0.63092805,0.61608983,0.60585828,0.58802454,0.58191028,0.57807378,0.57683384,0.57629749,0.57577596,0.57551519,0.59782670
5.0,30.0,0.0,5.0,200.0,200.0,200.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59803513,0.59804364,0.60837891,0.61561918,0.62111118,0.63075556,0.63678469,0.64361785,0.64602325,0.64586935,0.64395614,0.63803904,0.63122870,0.61632286,0.60603805,0.58812655,0.58195449,0.57808189,0.57683463,0.57629749,0.57577596,0.57551519,0.59803596
5.0,30.0,0.0,5.0,200.0,200.0,200.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59808728,0.59808998,0.60842184,0.61566471,0.62116175,0.63081442,0.63684870,0.64368955,0.64610338,0.64595243,0.64404001,0.63811648,0.63129668,0.61636880,0.60607126,0.58814839,0.58197144,0.57808753,0.57683521,0.57629749,0.57577596,0.57551519,0.59808747
5.0,30.0,0.0,10.0,200.0,200.0,200.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59774226,0.59777017,0.60812222,0.61536553,0.62085493,0.63049521,0.63650902,0.64329788,0.64564829,0.64546112,0.64352537,0.63761269,0.63083617,0.61602855,0.60581658,0.58800526,0.58190245,0.57807266,0.57683379,0.57629749,0.57577596,0.57551519,0.59774664
5.0,30.0,0.0,10.0,200.0,200.0,200.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59801537,0.59802633,0.60836297,0.61560202,0.62109168,0.63073215,0.63675932,0.64359061,0.64599400,0.64584015,0.64392758,0.63801413,0.63120807,0.61631084,0.60603037,0.58812245,0.58195158,0.57808122,0.57683460,0.57629749,0.57577596,0.57551519,0.59801643
5.0,30.0,0.0,10.0,200.0,200.0,200.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59808259,0.59808608,0.60841829,0.61566062,0.62115665,0.63080743,0.63684094,0.64368157,0.64609526,0.64594474,0.64403285,0.63811071,0.63129216,0.61636649,0.60606988,0.58814754,0.58197042,0.57808715,0.57683519,0.57629749,0.57577596,0.57551519,0.59808285
5.0,30.0,0.0,15.0,200.0,200.0,200.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59774271,0.59777059,0.60812263,0.61536596,0.62085538,0.63049571,0.63650957,0.64329851,0.64564900,0.64544969,0.64350081,0.63756461,0.63077137,0.61597062,0.60576717,0.58798320,0.58189377,0.57807148,0.57683375,0.57629749,0.57577596,0.57551519,0.59774708
5.0,30.0,0.0,15.0,200.0,200.0,200.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59801547,0.59802643,0.60836306,0.61560213,0.62109181,0.63073231,0.63675950,0.64359080,0.64599421,0.64583703,0.64392122,0.63800266,0.63119352,0.61629947,0.60602128,0.58811775,0.58194835,0.57808050,0.57683457,0.57629749,0.57577596,0.57551519,0.59801654
5.0,30.0,0.0,15.0,200.0,200.0,200.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59808262,0.59808610,0.60841831,0.61566064,0.62115668,0.63080748,0.63684100,0.64368163,0.64609532,0.64594392,0.64403125,0.63810805,0.63128898,0.61636430,0.60606823,0.58814656,0.58196928,0.57808676,0.57683518,0.57629749,0.57577596,0.57551519,0.59808287
5.0,60.0,0.0,0.0,1.0,1.0,1.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.55075731,0.55217062,0.56040254,0.56200122,0.55985853,0.55104692,0.54688759,0.54896177,0.55629669,0.56343324,0.56947729,0.57787239,0.58291194,0.58664614,0.58605397,0.57742429,0.57614252,0.57645719,0.57666023,0.57629749,0.57577596,0.57551519,0.55095051
5.0,60.0,0.0,0.0,1.0,1.0,1.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.58622797,0.58717785,0.59716414,0.60208294,0.60396456,0.60478378,0.60654758,0.61308195,0.61877415,0.62235799,0.62389403,0.62325769,0.62014792,0.61044986,0.60235418,0.58585902,0.57980549,0.57709902,0.57672455,0.57629749,0.57577596,0.57551519,0.58627803
5.0,60.0,0.0,0.0,1.0,1.0,1.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59527255,0.59562729,0.60591518,0.61241564,0.61663395,0.62295724,0.62746950,0.63461196,0.63843341,0.63969359,0.63896051,0.63466309,0.62885792,0.61523614,0.60540419,0.58767641,0.58121468,0.57754460,0.57677198,0.57629749,0.57577596,0.57551519,0.59528456
5.0,60.0,0.0,5.0,1.0,1.0,1.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.55492029,0.55652390,0.56531010,0.56779491,0.56668074,0.56021578,0.55742238,0.55902236,0.56431702,0.56949345,0.57409451,0.58073435,0.58486480,0.58762684,0.58665944,0.57772453,0.57627754,0.57645138,0.57665844,0.57629749,0.57577596,0.57551519,0.55513254
5.0,60.0,0.0,5.0,1.0,1.0,1.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.58730319,0.58824305,0.59834972,0.60359876,0.60595245,0.60793490,0.61031947,0.61655986,0.62137672,0.62419505,0.62520802,0.62399277,0.62061235,0.61064886,0.60246803,0.58592358,0.57985591,0.57709548,0.57672342,0.57629749,0.57577596,0.57551519,0.58735782
5.0,60.0,0.0,5.0,1.0,1.0,1.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59553038,0.59587002,0.60618163,0.61278183,0.61716307,0.62392186,0.62865570,0.63566060,0.63917546,0.64018818,0.63929647,0.63483609,0.62896070,0.61527463,0.60542484,0.58768986,0.58123245,0.57754265,0.57677133,0.57629749,0.57577596,0.57551519,0.59554347
5.0,60.0,0.0,10.0,1.0,1.0,1.0,300.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.56127150,0.56309346,0.57264933,0.57641979,0.57684008,0.57390472,0.57304298,0.57391826,0.57629303,0.57870406,0.58126537,0.58540476,0.58818410,0.58937361,0.58774478,0.57824857,0.57651125,0.57645466,0.57665672,0.57629749,0.57577596,0.57551519,0.56149931
5.0,60.0,0.0,10.0,1.0,1.0,1.0,500.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.58893037,0.58983716,0.60010629,0.60583038,0.60887315,0.61254566,0.61577499,0.62158169,0.62518722,0.62694722,0.62722733,0.62518501,0.62139864,0.61100269,0.60267192,0.58603622,0.57994317,0.57709748,0.57672232,0.57629749,0.57577596,0.57551519,0.58898845
5.0,60.0,0.0,10.0,1.0,1.0,1.0,700.0,0,100.0,INTRA_EVENT_STDDEV,5.0,0.59591998,0.59623273,0.60657575,0.61331982,0.61793840,0.62532731,0.63036260,0.63716757,0.64025805,0.64092727,0.63981181,0.63511640,0.62913461,0.61534306,0.60546182,0.58771333,0.58126320,0.57754375,0.57677070,0.57629749,0.57577596,0.57551519,0.59593387
