rup_hypo_depth,rup_mag,dist_rrup,site_vs30,damping,result_type,PGA,0.04,0.1,0.2,0.4,1.0,2.0,3.0
100.0,6.0,60.0,100.0,5.0,MEAN,0.44255376115,0.458286805173,0.889685492647,0.69979723293,0.450954268856,0.262691684269,0.0322059832073,0.0135245176793
100.0,6.0,60.0,250.0,5.0,MEAN,0.420564687086,0.458286805173,0.917310676182,0.71420932082,0.446381159589,0.147722389848,0.0228000900436,0.0104983678524
100.0,6.0,60.0,500.0,5.0,MEAN,0.39966817944,0.435516006715,0.845479879884,0.6319835252,0.349515421634,0.0932065268189,0.0161412276299,0.007432275264
100.0,6.0,60.0,1000.0,5.0,MEAN,0.329301183021,0.37376998722,0.725610537905,0.54238299051,0.30613990271,0.0740365759128,0.0128214328496,0.00590366609044
100.0,6.0,100.0,100.0,5.0,MEAN,0.217182123402,0.195725743891,0.385225989116,0.330101236253,0.252438038335,0.0929861481347,0.0119892740853,0.00538300361407
100.0,6.0,100.0,250.0,5.0,MEAN,0.19419508368,0.195725743891,0.411971417056,0.3452085061,0.246852555686,0.0522899537664,0.00848775604651,0.00417854103422
100.0,6.0,100.0,500.0,5.0,MEAN,0.173641043447,0.175009695171,0.344452812324,0.263921920498,0.144286459455,0.0329927303715,0.00600887111201,0.00295818051005
100.0,6.0,100.0,1000.0,5.0,MEAN,0.113507923748,0.125113616069,0.246247711435,0.188676551897,0.107870423134,0.0262070572747,0.00477301598309,0.00234976630255
100.0,6.0,200.0,100.0,5.0,MEAN,0.0417645168231,0.034764548967,0.0708239983144,0.0647863265638,0.0515995136228,0.018756575744,0.00274435932878,0.001457326975
100.0,6.0,200.0,250.0,5.0,MEAN,0.0372226647993,0.034764548967,0.075889281468,0.0678396120684,0.0504249652954,0.0105475976599,0.00194285761765,0.00113124586233
100.0,6.0,200.0,500.0,5.0,MEAN,0.0331747349222,0.0309839368806,0.0631219549401,0.0514616084137,0.0290165388698,0.00665508421016,0.00137543786007,0.00080086073934
100.0,6.0,200.0,1000.0,5.0,MEAN,0.0214194078996,0.0219349474983,0.0446869219019,0.0364320287341,0.0215102574313,0.0052863212926,0.00109254912736,0.00063614629734
100.0,6.0,300.0,100.0,5.0,MEAN,0.012957797995,0.0100202207577,0.0211306661052,0.0205684612982,0.0169182968915,0.00622102492293,0.00103304736343,0.000648929628673
100.0,6.0,300.0,250.0,5.0,MEAN,0.0115486496192,0.0100202207577,0.0226419166643,0.0215378230149,0.0165331894375,0.0034983393992,0.00073134152601,0.000503729753153
100.0,6.0,300.0,500.0,5.0,MEAN,0.0102927448073,0.00893053115062,0.0188327259897,0.016338109554,0.00951385749392,0.00220730293741,0.000517750150284,0.000356613355213
100.0,6.0,300.0,1000.0,5.0,MEAN,0.00664555421318,0.00632233188039,0.0133325489728,0.0115664957836,0.00705271999452,0.00175332304578,0.000411263562903,0.000283268056926
100.0,7.0,30.0,100.0,5.0,MEAN,4.34527193211,4.38127660883,9.13186000832,7.13810077654,4.82043993601,5.26938017551,0.824443625809,0.441026496855
100.0,7.0,30.0,250.0,5.0,MEAN,4.34527193211,4.38127660883,9.13186000832,7.13810077654,4.82043993601,2.96319023083,0.583661389354,0.34234554654
100.0,7.0,30.0,500.0,5.0,MEAN,4.34527193211,4.38127660883,9.13186000832,7.13810077654,4.82043993601,1.86964663923,0.413200620101,0.242362086476
100.0,7.0,30.0,1000.0,5.0,MEAN,4.34527193211,4.38127660883,9.13186000832,7.13810077654,4.82043993601,1.4851131145,0.328216919152,0.192515048314
100.0,7.0,60.0,100.0,5.0,MEAN,1.63735126155,1.61984539438,3.40643624771,2.70574164096,1.84247065149,2.02005322298,0.326548263591,0.182421484433
100.0,7.0,60.0,250.0,5.0,MEAN,1.63735126155,1.61984539438,3.40643624771,2.70574164096,1.84247065149,1.13595940636,0.231178466607,0.141604151302
100.0,7.0,60.0,500.0,5.0,MEAN,1.63735126155,1.61984539438,3.40643624771,2.70574164096,1.84247065149,0.716741930476,0.163661820875,0.100248061966
100.0,7.0,60.0,1000.0,5.0,MEAN,1.63735126155,1.61984539438,3.40643624771,2.70574164096,1.84247065149,0.569328352388,0.130001205267,0.0796298660957
100.0,7.0,100.0,100.0,5.0,MEAN,0.62837449361,0.604497175764,1.28800957394,1.0475186365,0.722094857834,0.795162439326,0.134875638141,0.0803143124246
100.0,7.0,100.0,250.0,5.0,MEAN,0.62837449361,0.604497175764,1.28800957394,1.0475186365,0.722094857834,0.447152699872,0.0954846394381,0.0623437534436
100.0,7.0,100.0,500.0,5.0,MEAN,0.62837449361,0.604497175764,1.28800957394,1.0475186365,0.722094857834,0.282134280088,0.0675979479637,0.0441359974331
100.0,7.0,100.0,1000.0,5.0,MEAN,0.62837449361,0.604497175764,1.28800957394,1.0475186365,0.722094857834,0.224107224658,0.053694958677,0.0350584689288
100.0,7.0,200.0,100.0,5.0,MEAN,0.238007153023,0.175326086613,0.386484304142,0.372262304047,0.350762083733,0.171914179824,0.0330302007526,0.0232062578347
100.0,7.0,200.0,250.0,5.0,MEAN,0.213640895143,0.175326086613,0.41235876797,0.388697107829,0.343266575382,0.0966744477013,0.0233835913801,0.0180137907319
100.0,7.0,200.0,500.0,5.0,MEAN,0.191769161128,0.157376875486,0.346917525995,0.299942370892,0.204401716686,0.0609974528007,0.0165543149413,0.0127527872095
100.0,7.0,200.0,1000.0,5.0,MEAN,0.127214732961,0.113821435152,0.250905036502,0.216930670485,0.15435827824,0.0484519990059,0.0131495597644,0.0101298989519
100.0,7.0,300.0,100.0,5.0,MEAN,0.07892798222,0.0533447038424,0.121701302554,0.125591509124,0.124478191283,0.058458532451,0.012739399046,0.0105790501584
100.0,7.0,300.0,250.0,5.0,MEAN,0.0703446381985,0.0533447038424,0.130405295159,0.131510454597,0.121644721719,0.0328736486072,0.00901880385023,0.0082119571821
100.0,7.0,300.0,500.0,5.0,MEAN,0.0626947247871,0.047543517344,0.108466400073,0.0997608817388,0.0699992310435,0.0207418700286,0.00638482416596,0.00581362046861
100.0,7.0,300.0,1000.0,5.0,MEAN,0.040479114197,0.0336582326785,0.0767883306791,0.0706252956734,0.0518911468557,0.0164758530047,0.00507164610877,0.00461792288419
100.0,8.0,30.0,100.0,5.0,MEAN,5.20894388742,4.4334236162,10.1612673524,8.67152427727,7.16452686695,10.0570451125,2.19220976001,1.67831004177
100.0,8.0,30.0,250.0,5.0,MEAN,5.20894388742,4.4334236162,10.1612673524,8.67152427727,7.16452686695,5.65549207605,1.55196565808,1.30278333074
100.0,8.0,30.0,500.0,5.0,MEAN,5.20894388742,4.4334236162,10.1612673524,8.67152427727,7.16452686695,3.56837426204,1.09870754515,0.922299966961
100.0,8.0,30.0,1000.0,5.0,MEAN,5.20894388742,4.4334236162,10.1612673524,8.67152427727,7.16452686695,2.8344604284,0.872734424817,0.732608904642
100.0,8.0,60.0,100.0,5.0,MEAN,3.79496373204,3.19623888632,7.36180683493,6.33837243747,5.260947027,7.397057441,1.64174112272,1.28733799216
100.0,8.0,60.0,250.0,5.0,MEAN,3.79496373204,3.19623888632,7.36180683493,6.33837243747,5.260947027,4.15967108388,1.16226370688,0.999292404537
100.0,8.0,60.0,500.0,5.0,MEAN,3.79496373204,3.19623888632,7.36180683493,6.33837243747,5.260947027,2.624575021,0.822819691629,0.707444845159
100.0,8.0,60.0,1000.0,5.0,MEAN,3.79496373204,3.19623888632,7.36180683493,6.33837243747,5.260947027,2.08477404333,0.653588913148,0.56194341502
100.0,8.0,100.0,100.0,5.0,MEAN,2.2382768759,1.847127997,4.29526411755,3.76226223535,3.15069541296,4.44410230815,1.02149901569,0.839095353501
100.0,8.0,100.0,250.0,5.0,MEAN,2.2382768759,1.847127997,4.29526411755,3.76226223535,3.15069541296,2.49910238125,0.723165921908,0.651345348732
100.0,8.0,100.0,500.0,5.0,MEAN,2.2382768759,1.847127997,4.29526411755,3.76226223535,3.15069541296,1.57682700205,0.511962265825,0.461117193813
100.0,8.0,100.0,1000.0,5.0,MEAN,2.2382768759,1.847127997,4.29526411755,3.76226223535,3.15069541296,1.25251820901,0.406666082858,0.366278406562
100.0,8.0,200.0,100.0,5.0,MEAN,0.637401960589,0.49344499208,1.18234198744,1.09300707438,0.941292030961,1.34103209165,0.344034383732,0.326962366411
100.0,8.0,200.0,250.0,5.0,MEAN,0.637401960589,0.49344499208,1.18234198744,1.09300707438,0.941292030961,0.754117763541,0.243557691646,0.253803594173
100.0,8.0,200.0,500.0,5.0,MEAN,0.637401960589,0.49344499208,1.18234198744,1.09300707438,0.941292030961,0.475816141509,0.172425641055,0.179679184556
100.0,8.0,200.0,1000.0,5.0,MEAN,0.637401960589,0.49344499208,1.18234198744,1.09300707438,0.941292030961,0.377954195738,0.13696255508,0.142724249485
100.0,8.0,300.0,100.0,5.0,MEAN,0.357717996675,0.223338427338,0.552953500011,0.587762678793,0.643680039764,0.50216986886,0.145263407973,0.161904901245
100.0,8.0,300.0,250.0,5.0,MEAN,0.329992963067,0.223338427338,0.580377113191,0.607038799876,0.633377774682,0.282390869525,0.1028386173,0.125678212759
100.0,8.0,300.0,500.0,5.0,MEAN,0.304416765961,0.206028519921,0.510096683988,0.50018398709,0.430020823791,0.178176593141,0.0728041655894,0.0889733609119
100.0,8.0,300.0,1000.0,5.0,MEAN,0.224042982712,0.161740584971,0.400446191099,0.392664329658,0.34865475947,0.141530698699,0.0578304043332,0.0706740527106
