rup_hypo_depth,rup_mag,dist_rrup,site_vs30,damping,result_type,PGA,0.04,0.1,0.2,0.4,1.0,2.0,3.0
50.0,5.0,30.0,100.0,5.0,MEAN,0.120654456285,0.110143932305,0.244892760914,0.341392215184,0.338273486045,0.0992140280967,0.00682070771575,0.00154455806815
50.0,5.0,30.0,250.0,5.0,MEAN,0.107533397354,0.110143932305,0.262407321032,0.357481534602,0.330573441426,0.0557921480373,0.00482869127388,0.00119895874687
50.0,5.0,30.0,500.0,5.0,MEAN,0.0958392412724,0.0981658829965,0.218260902907,0.271177475636,0.190225160419,0.0352024655685,0.00341845163144,0.000848797790496
50.0,5.0,30.0,1000.0,5.0,MEAN,0.061879011435,0.0694961230377,0.154516886109,0.191978950696,0.141015859572,0.027962312333,0.00271537264989,0.000674224050562
50.0,5.0,60.0,100.0,5.0,MEAN,0.0306531509335,0.0273721371825,0.0614916862748,0.0873333769617,0.0873750496303,0.025715205566,0.00183619252439,0.000437276021833
50.0,5.0,60.0,250.0,5.0,MEAN,0.0273196495262,0.0273721371825,0.0658895289551,0.0914492722143,0.0853861506816,0.0144607227755,0.00129992475696,0.000339434251119
50.0,5.0,60.0,500.0,5.0,MEAN,0.0243486632697,0.0243954429427,0.0548045230799,0.0693713671545,0.0491346011977,0.00912409924169,0.000920276251708,0.000240301047155
50.0,5.0,60.0,1000.0,5.0,MEAN,0.0157208174114,0.0172706509894,0.0387986310796,0.049111166934,0.0364239830701,0.0072475296441,0.000731001410478,0.000190877906589
50.0,5.0,100.0,100.0,5.0,MEAN,0.0102499397449,0.00888712851029,0.0202425899795,0.0294730031933,0.0298695514909,0.00883141393311,0.000663356782904,0.000168954455633
50.0,5.0,100.0,250.0,5.0,MEAN,0.00913526841343,0.00888712851029,0.021690325951,0.0308620230405,0.0291896374901,0.00496626901445,0.000469620638,0.000131150409027
50.0,5.0,100.0,500.0,5.0,MEAN,0.00814181654357,0.00792066162211,0.0180412273095,0.0234112385985,0.0167968831682,0.00313350390933,0.000332465950932,9.28473791909e-05
50.0,5.0,100.0,1000.0,5.0,MEAN,0.00525679828338,0.00560739900491,0.0127722108189,0.016573887673,0.0124517015145,0.0024890306288,0.00026408709191,7.37512948115e-05
50.0,5.0,200.0,100.0,5.0,MEAN,0.00187232670788,0.0015080880746,0.00355573195802,0.00550913191935,0.00576614192019,0.00172459092761,0.000147026143144,4.43002119085e-05
50.0,5.0,200.0,250.0,5.0,MEAN,0.00166871293489,0.0015080880746,0.00381003543727,0.00576876930773,0.00563488850572,0.000969808747645,0.000104086538233,3.43879117601e-05
50.0,5.0,200.0,500.0,5.0,MEAN,0.0014872419687,0.00134408491128,0.00316904944334,0.00437605903236,0.00324253988863,0.000611907952068,7.36876259534e-05,2.43447771643e-05
50.0,5.0,200.0,1000.0,5.0,MEAN,0.00096024406669,0.000951539246791,0.00224351519392,0.00309801254418,0.00240372802727,0.00048605576338,5.85321618446e-05,1.93377438697e-05
50.0,5.0,300.0,100.0,5.0,MEAN,0.000570904910931,0.000427179589762,0.00104258634829,0.00171895617815,0.00185808784446,0.000562168821384,5.43966808107e-05,1.93900930581e-05
50.0,5.0,300.0,250.0,5.0,MEAN,0.000508819537452,0.000427179589762,0.00111715139957,0.00179996808699,0.00181579260141,0.000316130759998,3.85099008644e-05,1.50515038275e-05
50.0,5.0,300.0,500.0,5.0,MEAN,0.000453485890095,0.000380724210127,0.000929206061,0.00136541542656,0.00104487958077,0.000199465024837,2.7262921974e-05,1.06556486833e-05
50.0,5.0,300.0,1000.0,5.0,MEAN,0.000292795082747,0.000269532099572,0.000657827513709,0.000966640095166,0.000774579934154,0.000158440701068,2.1655708685e-05,8.46408260847e-06
50.0,6.0,30.0,100.0,5.0,MEAN,0.442410084486,0.396169123763,0.952921044421,1.3208694463,1.33495324249,0.813934809679,0.07342816875,0.021979779132
50.0,6.0,30.0,250.0,5.0,MEAN,0.420400640709,0.396169123763,0.982548297039,1.34810759014,1.32139824241,0.457709179493,0.0519831625216,0.0170617401754
50.0,6.0,30.0,500.0,5.0,MEAN,0.399486143978,0.37646011992,0.905514208803,1.19271476918,1.03432687997,0.288794968437,0.0368012607661,0.0120787870314
50.0,6.0,30.0,1000.0,5.0,MEAN,0.329069366893,0.323023434392,0.776980865014,1.0234147008,0.905810863032,0.229397997476,0.0292322805,0.00959452158027
50.0,6.0,60.0,100.0,5.0,MEAN,0.174820875533,0.136491128877,0.331668007137,0.499236191341,0.601755321899,0.226175898906,0.021180517266,0.00666226319958
50.0,6.0,60.0,250.0,5.0,MEAN,0.155809269324,0.136491128877,0.355388672576,0.522764468174,0.588057698468,0.127188054717,0.0149946579096,0.0051715625989
50.0,6.0,60.0,500.0,5.0,MEAN,0.138865157455,0.121647846659,0.295599422509,0.396557402579,0.338391885157,0.0802502372539,0.0106154048554,0.00366118594057
50.0,6.0,60.0,1000.0,5.0,MEAN,0.0896588761763,0.0861200802214,0.209268365032,0.280741141422,0.25085337004,0.0637450292941,0.00843211579963,0.00290818336517
50.0,6.0,100.0,100.0,5.0,MEAN,0.0602595910146,0.0456882555558,0.112556920617,0.173667251393,0.212032474767,0.0800604925837,0.0078848400664,0.00265170172656
50.0,6.0,100.0,250.0,5.0,MEAN,0.0537064170233,0.0456882555558,0.120606913379,0.181851936795,0.207206026394,0.0450213234949,0.00558203928555,0.0020583758194
50.0,6.0,100.0,500.0,5.0,MEAN,0.0478658945558,0.0407197006258,0.100316461093,0.137948801229,0.119234622844,0.0284065347173,0.00395178118047,0.00145721848403
50.0,6.0,100.0,1000.0,5.0,MEAN,0.0309048172465,0.0288273403994,0.0710186157353,0.0976602722906,0.088389847032,0.0225641125767,0.0031390113691,0.00115750978602
50.0,6.0,200.0,100.0,5.0,MEAN,0.0113712304585,0.00801007530906,0.0204258642316,0.0335338452464,0.0422810348149,0.016149294528,0.00180484942109,0.000717888512222
50.0,6.0,200.0,250.0,5.0,MEAN,0.0101346198139,0.00801007530906,0.0218867078503,0.0351142466835,0.0413186009617,0.00908141568576,0.00127773553911,0.000557258887673
50.0,6.0,200.0,500.0,5.0,MEAN,0.00903248941678,0.00713898713373,0.0182045706586,0.0266368800981,0.0237763731482,0.00572998592521,0.000904567488472,0.000394509080339
50.0,6.0,200.0,1000.0,5.0,MEAN,0.00583186499065,0.00505401584609,0.0128878490543,0.0188574669746,0.0176256689158,0.00455148960496,0.000718523496307,0.000313369701368
50.0,6.0,300.0,100.0,5.0,MEAN,0.00352802135507,0.00230875202664,0.00609415067295,0.0106463760907,0.0138629814441,0.00535626359083,0.000679391694919,0.000319666851472
50.0,6.0,300.0,250.0,5.0,MEAN,0.00314435234247,0.00230875202664,0.00653000009509,0.0111481243378,0.0135474214606,0.00301204836573,0.000480972486364,0.000248140471737
50.0,6.0,300.0,500.0,5.0,MEAN,0.00280240697505,0.00205767740966,0.0054314175044,0.00845671712632,0.00779572735637,0.00190047403829,0.000340502444126,0.000175670000901
50.0,6.0,300.0,1000.0,5.0,MEAN,0.00180938591491,0.00145672404779,0.00384514912547,0.0059868972393,0.00577905252767,0.00150960018797,0.000270470705362,0.00013953964171
50.0,7.0,30.0,100.0,5.0,MEAN,1.18308775735,1.00948686606,2.63365719461,3.69472972909,3.94990523065,4.536903409,0.542201811971,0.217252449936
50.0,7.0,30.0,250.0,5.0,MEAN,1.18308775735,1.00948686606,2.63365719461,3.69472972909,3.94990523065,2.55128827528,0.38384948707,0.168641587843
50.0,7.0,30.0,500.0,5.0,MEAN,1.18308775735,1.00948686606,2.63365719461,3.69472972909,3.94990523065,1.60975407517,0.271744626209,0.119389101185
50.0,7.0,30.0,1000.0,5.0,MEAN,1.18308775735,1.00948686606,2.63365719461,3.69472972909,3.94990523065,1.27867311287,0.215854429233,0.09483413399
50.0,7.0,60.0,100.0,5.0,MEAN,0.495090642155,0.401219870726,1.05610994845,1.53301855256,1.73211781465,1.73925320406,0.214757024826,0.0898619803949
50.0,7.0,60.0,250.0,5.0,MEAN,0.486219643579,0.401219870726,1.06762925043,1.54414577518,1.72586564975,0.978053951614,0.152036330392,0.0697551031761
50.0,7.0,60.0,500.0,5.0,MEAN,0.477507594919,0.394030841892,1.03718664623,1.47857369877,1.58240025087,0.617110324069,0.107633479174,0.0493828312328
50.0,7.0,60.0,1000.0,5.0,MEAN,0.44580184216,0.373227439548,0.982426945178,1.40051035885,1.50973449731,0.490188154348,0.0854963115098,0.0392261771588
50.0,7.0,100.0,100.0,5.0,MEAN,0.297905361126,0.204175892563,0.544539361576,0.87457989922,1.22378072027,0.684629892231,0.0887020204918,0.0395633397621
50.0,7.0,100.0,250.0,5.0,MEAN,0.270738969919,0.204175892563,0.576694495118,0.908679039388,1.20059933261,0.384995680862,0.0627962214735,0.0307109284146
50.0,7.0,100.0,500.0,5.0,MEAN,0.246049918524,0.185556817863,0.494882083613,0.722344546376,0.758692644535,0.242915852433,0.0444563202674,0.0217416723056
50.0,7.0,100.0,1000.0,5.0,MEAN,0.171087605571,0.139281769672,0.371466018757,0.542202802845,0.591690031168,0.19295492025,0.0353129104004,0.0172700241825
50.0,7.0,200.0,100.0,5.0,MEAN,0.0675363228061,0.0415646432446,0.1146857289,0.199673742748,0.303410024593,0.14801703474,0.0217225703943,0.0114315498148
50.0,7.0,200.0,250.0,5.0,MEAN,0.060191811059,0.0415646432446,0.122887972551,0.209084076328,0.296503569244,0.0832360954667,0.0153784021367,0.00887370758233
50.0,7.0,200.0,500.0,5.0,MEAN,0.0536460080743,0.037044527285,0.102213763473,0.158606491598,0.170619995306,0.0525184257606,0.0108870749632,0.00628210387476
50.0,7.0,200.0,1000.0,5.0,MEAN,0.034636771984,0.0262255169259,0.0723618029564,0.112284797103,0.126482349891,0.0417168684249,0.00864791103684,0.0049900524812
50.0,7.0,300.0,100.0,5.0,MEAN,0.0214897320434,0.0122911157433,0.0350990390536,0.0650070231576,0.101998378857,0.0503324312022,0.00837816562583,0.00521130721462
50.0,7.0,300.0,250.0,5.0,MEAN,0.0191527438439,0.0122911157433,0.0376092979413,0.0680707097721,0.0996766122964,0.0283040060623,0.00593128703568,0.00404526219922
50.0,7.0,300.0,500.0,5.0,MEAN,0.0170699009188,0.0109544684369,0.0312820514841,0.0516369139494,0.0573579035338,0.0178586205032,0.00419902965288,0.00286382632067
50.0,7.0,300.0,1000.0,5.0,MEAN,0.0110212537174,0.00775516975009,0.0221459964751,0.0365561355491,0.0425200013092,0.0141856064989,0.00333540781173,0.00227481810585
50.0,8.0,30.0,100.0,5.0,MEAN,1.4182398336,1.0215020214,2.9305415156,4.48844020934,5.87066793126,8.65905300729,1.4417239298,0.826746172685
50.0,8.0,30.0,250.0,5.0,MEAN,1.4182398336,1.0215020214,2.9305415156,4.48844020934,5.87066793126,4.86934334301,1.02066237835,0.641759332731
50.0,8.0,30.0,500.0,5.0,MEAN,1.4182398336,1.0215020214,2.9305415156,4.48844020934,5.87066793126,3.07234794507,0.722573628029,0.454330814196
50.0,8.0,30.0,1000.0,5.0,MEAN,1.4182398336,1.0215020214,2.9305415156,4.48844020934,5.87066793126,2.44045271967,0.573960634411,0.360887793621
50.0,8.0,60.0,100.0,5.0,MEAN,1.03325527173,0.736443156777,2.12316828319,3.28078487708,4.31086009907,6.36882024125,1.07970391627,0.634150860971
50.0,8.0,60.0,250.0,5.0,MEAN,1.03325527173,0.736443156777,2.12316828319,3.28078487708,4.31086009907,3.58145081436,0.764371835904,0.492257777336
50.0,8.0,60.0,500.0,5.0,MEAN,1.03325527173,0.736443156777,2.12316828319,3.28078487708,4.31086009907,2.25974269522,0.54113381893,0.348491818295
50.0,8.0,60.0,1000.0,5.0,MEAN,1.03325527173,0.736443156777,2.12316828319,3.28078487708,4.31086009907,1.79497742602,0.42983787114,0.276816890842
50.0,8.0,100.0,100.0,5.0,MEAN,0.609415937786,0.425595464376,1.23876770293,1.94737263661,2.5817038397,3.82634432138,0.671796833517,0.41334369381
50.0,8.0,100.0,250.0,5.0,MEAN,0.609415937786,0.425595464376,1.23876770293,1.94737263661,2.5817038397,2.15171153632,0.475595736251,0.320856850497
50.0,8.0,100.0,500.0,5.0,MEAN,0.609415937786,0.425595464376,1.23876770293,1.94737263661,2.5817038397,1.35763819704,0.33669599655,0.2271492547
50.0,8.0,100.0,1000.0,5.0,MEAN,0.609415937786,0.425595464376,1.23876770293,1.94737263661,2.5817038397,1.07841035245,0.267447136578,0.180431066505
50.0,8.0,200.0,100.0,5.0,MEAN,0.300971682316,0.166204867864,0.498480422382,0.909398461161,1.58687920823,1.15462025239,0.226256908781,0.161063735731
50.0,8.0,200.0,250.0,5.0,MEAN,0.273715497481,0.166204867864,0.52769606453,0.944592981459,1.55703587916,0.64929068282,0.160177624759,0.125025260454
50.0,8.0,200.0,500.0,5.0,MEAN,0.248927649887,0.151153250503,0.453337721832,0.752145251692,0.987217005611,0.409674725028,0.113397074201,0.0885111060802
50.0,8.0,200.0,1000.0,5.0,MEAN,0.173545515187,0.113694314032,0.340991153926,0.565747929067,0.771301865808,0.325416201143,0.0900744977729,0.0703068706462
50.0,8.0,300.0,100.0,5.0,MEAN,0.118940934361,0.0590634769585,0.183039224528,0.361427714077,0.685323458848,0.432365119624,0.0955336187346,0.0797553813725
50.0,8.0,300.0,250.0,5.0,MEAN,0.106006219332,0.0590634769585,0.196130062697,0.378461277466,0.669723592381,0.243136774335,0.0676326226501,0.0619098848261
50.0,8.0,300.0,500.0,5.0,MEAN,0.0944781424275,0.0526403792487,0.163133880576,0.287092238103,0.385385702033,0.15340893348,0.047880230092,0.0438288419743
50.0,8.0,300.0,1000.0,5.0,MEAN,0.0610002122096,0.0372665345775,0.115489943044,0.203245739694,0.285690367768,0.121857047322,0.0380326186472,0.0348144866755
100.0,5.0,30.0,100.0,5.0,MEAN,0.360959097763,0.41497543428,0.737119258753,0.552657256796,0.315526179849,0.115231995406,0.0103712102682,0.00313548148335
100.0,5.0,30.0,250.0,5.0,MEAN,0.333286359661,0.41497543428,0.773253740988,0.570574105493,0.310532678147,0.0647997130011,0.00734225458834,0.00243390846069
100.0,5.0,30.0,500.0,5.0,MEAN,0.307735137373,0.383161562341,0.680608401086,0.471167115317,0.211754737784,0.0408858548383,0.00519791818369,0.00172307523432
100.0,5.0,30.0,1000.0,5.0,MEAN,0.227270656724,0.301620306819,0.535766984311,0.370897250279,0.172094883649,0.0324767888989,0.00412885317509,0.00136868730918
100.0,5.0,60.0,100.0,5.0,MEAN,0.112583597924,0.118797884751,0.21321433628,0.168725317308,0.106631970656,0.0298668898592,0.00279201800708,0.000887678422611
100.0,5.0,60.0,250.0,5.0,MEAN,0.100340237268,0.118797884751,0.228463277477,0.176677096532,0.104204730669,0.0167953864227,0.00197659737804,0.000689057816046
100.0,5.0,60.0,500.0,5.0,MEAN,0.0894283305976,0.105878726233,0.190027477233,0.134023283451,0.0599635636864,0.0105971724168,0.00139932378121,0.000487815576066
100.0,5.0,60.0,1000.0,5.0,MEAN,0.0577397798459,0.0749563978925,0.134529151424,0.0948812185282,0.0444516038656,0.00841763325891,0.00111152238893,0.000387485685408
100.0,5.0,100.0,100.0,5.0,MEAN,0.0376462144946,0.0385710498779,0.0701885189449,0.0569409083768,0.0364526160679,0.0102572334709,0.00100866551758,0.000342980673949
100.0,5.0,100.0,250.0,5.0,MEAN,0.0335522239855,0.0385710498779,0.0752083530555,0.0596244507132,0.0356228532227,0.00576806626279,0.000714080501022,0.000266237759212
100.0,5.0,100.0,500.0,5.0,MEAN,0.0299034511036,0.0343764843885,0.0625555833559,0.0452297712345,0.0204988124263,0.00363940377196,0.000505530280409,0.000188481899278
100.0,5.0,100.0,1000.0,5.0,MEAN,0.0193072896677,0.0243366872048,0.0442859615265,0.0320202258741,0.0151959795861,0.00289088117363,0.000401556975237,0.000149716494331
100.0,5.0,200.0,100.0,5.0,MEAN,0.00687672460556,0.00654525702856,0.0123290330018,0.0106434683225,0.00703696396893,0.00200302374232,0.000223560238764,8.99302506081e-05
100.0,5.0,200.0,250.0,5.0,MEAN,0.00612888725599,0.00654525702856,0.0132107968763,0.0111450795307,0.00687678311296,0.00112638302564,0.000158268528589,6.98080977322e-05
100.0,5.0,200.0,500.0,5.0,MEAN,0.00546237651662,0.00583346646703,0.0109882622291,0.00845440740392,0.0039571756436,0.000710699642727,0.000112045537615,4.94203485054e-05
100.0,5.0,200.0,1000.0,5.0,MEAN,0.00352680649853,0.00412977799368,0.00777909392281,0.00598526208107,0.00293349483123,0.000564528792627,8.90009341027e-05,3.92559781877e-05
100.0,5.0,300.0,100.0,5.0,MEAN,0.00209683269052,0.00185400326376,0.00361503106731,0.00332096887453,0.00226759892378,0.000652930198341,8.27127386323e-05,3.93622480098e-05
100.0,5.0,300.0,250.0,5.0,MEAN,0.00186880410254,0.00185400326376,0.00387357557766,0.00347748131571,0.00221598207052,0.000367169632992,5.85561346296e-05,3.05548315216e-05
100.0,5.0,300.0,500.0,5.0,MEAN,0.00166557340958,0.00165238214813,0.00322189983013,0.00263793934368,0.0012751645838,0.000231668376606,4.14545686609e-05,2.16311641683e-05
100.0,5.0,300.0,1000.0,5.0,MEAN,0.00107538451566,0.00116979697596,0.00228093040245,0.00186751803782,0.000945292565314,0.000184020732631,3.29285343456e-05,1.71822444488e-05
100.0,6.0,30.0,100.0,5.0,MEAN,1.20861354096,1.40195485924,2.69407897997,1.97720477712,1.10544598001,0.945343456458,0.111651020606,0.0446193587004
100.0,6.0,30.0,250.0,5.0,MEAN,1.20861354096,1.40195485924,2.69407897997,1.97720477712,1.10544598001,0.531605692065,0.0790428693599,0.034635648537
100.0,6.0,30.0,500.0,5.0,MEAN,1.20861354096,1.40195485924,2.69407897997,1.97720477712,1.10544598001,0.335420515776,0.055958066149,0.0245201613712
100.0,6.0,30.0,1000.0,5.0,MEAN,1.20861354096,1.40195485924,2.69407897997,1.97720477712,1.10544598001,0.266433986186,0.0444490719027,0.0194770564971
