rup_mag,dist_repi,rup_hypo_depth,result_type,mmi 
5.9,1.00E-01,30,MEAN,6.513
5.9,1.00E-01,40,MEAN,6.513
5.9,1,5,MEAN,6.497
5.9,1,10,MEAN,6.509
5.9,1,15,MEAN,6.511
5.9,1,20,MEAN,6.512
5.9,1,30,MEAN,6.513
5.9,1,40,MEAN,6.513
5.9,2,5,MEAN,6.454
5.9,2,10,MEAN,6.497
5.9,2,15,MEAN,6.506
5.9,2,20,MEAN,6.509
5.9,2,30,MEAN,6.511
5.9,2,40,MEAN,6.512
5.9,3,5,MEAN,6.39
5.9,3,10,MEAN,6.478
5.9,3,15,MEAN,6.497
5.9,3,20,MEAN,6.504
5.9,3,30,MEAN,6.509
5.9,3,40,MEAN,6.511
5.9,4,5,MEAN,6.314
5.9,4,10,MEAN,6.452
5.9,4,15,MEAN,6.484
5.9,4,20,MEAN,6.496
5.9,4,30,MEAN,6.505
5.9,4,40,MEAN,6.509
5.9,5,5,MEAN,6.234
5.9,5,10,MEAN,6.421
5.9,5,15,MEAN,6.469
5.9,5,20,MEAN,6.487
5.9,5,30,MEAN,6.501
5.9,5,40,MEAN,6.506
5.9,6,5,MEAN,6.153
5.9,6,10,MEAN,6.387
5.9,6,15,MEAN,6.451
5.9,6,20,MEAN,6.476
5.9,6,30,MEAN,6.496
5.9,6,40,MEAN,6.503
5.9,7,5,MEAN,6.074
5.9,7,10,MEAN,6.349
5.9,7,15,MEAN,6.43
5.9,7,20,MEAN,6.464
5.9,7,30,MEAN,6.49
5.9,7,40,MEAN,6.499
5.9,8,5,MEAN,5.999
5.9,8,10,MEAN,6.309
5.9,8,15,MEAN,6.408
5.9,8,20,MEAN,6.45
5.9,8,30,MEAN,6.483
5.9,8,40,MEAN,6.495
5.9,9,5,MEAN,5.927
5.9,9,10,MEAN,6.268
5.9,9,15,MEAN,6.384
5.9,9,20,MEAN,6.434
5.9,9,30,MEAN,6.475
5.9,9,40,MEAN,6.49
5.9,10,5,MEAN,5.86
5.9,10,10,MEAN,6.227
5.9,10,15,MEAN,6.358
5.9,10,20,MEAN,6.417
5.9,10,30,MEAN,6.466
5.9,10,40,MEAN,6.485
5.9,11,5,MEAN,5.796
5.9,11,10,MEAN,6.185
5.9,11,15,MEAN,6.332
5.9,11,20,MEAN,6.4
5.9,11,30,MEAN,6.457
5.9,11,40,MEAN,6.479
5.9,12,5,MEAN,5.735
5.9,12,10,MEAN,6.143
5.9,12,15,MEAN,6.304
5.9,12,20,MEAN,6.381
5.9,12,30,MEAN,6.447
5.9,12,40,MEAN,6.473
5.9,14,5,MEAN,5.623
5.9,14,10,MEAN,6.062
5.9,14,15,MEAN,6.248
5.9,14,20,MEAN,6.341
5.9,14,30,MEAN,6.425
5.9,14,40,MEAN,6.46
5.9,16,5,MEAN,5.522
5.9,16,10,MEAN,5.984
5.9,16,15,MEAN,6.191
5.9,16,20,MEAN,6.3
5.9,16,30,MEAN,6.401
5.9,16,40,MEAN,6.444
5.9,18,5,MEAN,5.43
5.9,18,10,MEAN,5.909
5.9,18,15,MEAN,6.134
5.9,18,20,MEAN,6.256
5.9,18,30,MEAN,6.375
5.9,18,40,MEAN,6.427
5.9,20,5,MEAN,5.346
5.9,20,10,MEAN,5.838
5.9,20,15,MEAN,6.077
5.9,20,20,MEAN,6.212
5.9,20,30,MEAN,6.348
5.9,20,40,MEAN,6.409
5.9,22,5,MEAN,5.269
5.9,22,10,MEAN,5.771
5.9,22,15,MEAN,6.022
5.9,22,20,MEAN,6.168
5.9,22,30,MEAN,6.319
5.9,22,40,MEAN,6.39
5.9,25,5,MEAN,5.163
5.9,25,10,MEAN,5.677
5.9,25,15,MEAN,5.942
5.9,25,20,MEAN,6.102
5.9,25,30,MEAN,6.275
5.9,25,40,MEAN,6.359
5.9,28,5,MEAN,5.067
5.9,28,10,MEAN,5.589
5.9,28,15,MEAN,5.866
5.9,28,20,MEAN,6.037
5.9,28,30,MEAN,6.229
5.9,28,40,MEAN,6.326
5.9,32,5,MEAN,4.951
5.9,32,10,MEAN,5.482
5.9,32,15,MEAN,5.77
5.9,32,20,MEAN,5.953
5.9,32,30,MEAN,6.167
5.9,32,40,MEAN,6.28
5.9,35,5,MEAN,4.872
5.9,35,10,MEAN,5.407
5.9,35,15,MEAN,5.702
5.9,35,20,MEAN,5.893
5.9,35,30,MEAN,6.12
5.9,35,40,MEAN,6.245
5.9,40,5,MEAN,4.752
5.9,40,10,MEAN,5.293
5.9,40,15,MEAN,5.595
5.9,40,20,MEAN,5.796
5.9,40,30,MEAN,6.043
5.9,40,40,MEAN,6.184
5.9,45,5,MEAN,4.643
5.9,45,10,MEAN,5.188
5.9,45,15,MEAN,5.497
5.9,45,20,MEAN,5.704
5.9,45,30,MEAN,5.967
5.9,45,40,MEAN,6.122
5.9,50,5,MEAN,4.544
5.9,50,10,MEAN,5.092
5.9,50,15,MEAN,5.405
5.9,50,20,MEAN,5.618
5.9,50,30,MEAN,5.894
5.9,50,40,MEAN,6.061
5.9,56,5,MEAN,4.435
5.9,56,10,MEAN,4.986
5.9,56,15,MEAN,5.303
5.9,56,20,MEAN,5.521
5.9,56,30,MEAN,5.808
5.9,56,40,MEAN,5.988
5.9,63,5,MEAN,4.32
5.9,63,10,MEAN,4.872
5.9,63,15,MEAN,5.193
5.9,63,20,MEAN,5.415
5.9,63,30,MEAN,5.713
5.9,63,40,MEAN,5.904
5.9,71,5,MEAN,4.199
5.9,71,10,MEAN,4.753
5.9,71,15,MEAN,5.076
5.9,71,20,MEAN,5.303
5.9,71,30,MEAN,5.61
5.9,71,40,MEAN,5.811
5.9,79,5,MEAN,4.088
5.9,79,10,MEAN,4.643
5.9,79,15,MEAN,4.969
5.9,79,20,MEAN,5.198
5.9,79,30,MEAN,5.512
5.9,79,40,MEAN,5.722
5.9,89,5,MEAN,3.96
5.9,89,10,MEAN,4.517
5.9,89,15,MEAN,4.844
5.9,89,20,MEAN,5.075
5.9,89,30,MEAN,5.396
5.9,89,40,MEAN,5.614
5.9,100,5,MEAN,3.831
5.9,100,10,MEAN,4.388
5.9,100,15,MEAN,4.717
5.9,100,20,MEAN,4.951
5.9,100,30,MEAN,5.277
5.9,100,40,MEAN,5.502
5.9,112,5,MEAN,3.701
5.9,112,10,MEAN,4.259
5.9,112,15,MEAN,4.589
5.9,112,20,MEAN,4.824
5.9,112,30,MEAN,5.155
5.9,112,40,MEAN,5.385
5.9,126,5,MEAN,3.56
5.9,126,10,MEAN,4.119
5.9,126,15,MEAN,4.45
5.9,126,20,MEAN,4.687
5.9,126,30,MEAN,5.021
5.9,126,40,MEAN,5.256
5.9,141,5,MEAN,3.42
5.9,141,10,MEAN,3.98
5.9,141,15,MEAN,4.311
5.9,141,20,MEAN,4.549
5.9,141,30,MEAN,4.886
5.9,141,40,MEAN,5.126
5.9,158,5,MEAN,3.272
5.9,158,10,MEAN,3.832
5.9,158,15,MEAN,4.164
5.9,158,20,MEAN,4.403
5.9,158,30,MEAN,4.743
5.9,158,40,MEAN,4.986
5.9,178,5,MEAN,3.11
5.9,178,10,MEAN,3.67
5.9,178,15,MEAN,4.003
5.9,178,20,MEAN,4.242
5.9,178,30,MEAN,4.584
5.9,178,40,MEAN,4.83
5.9,200,5,MEAN,2.942
5.9,200,10,MEAN,3.503
5.9,200,15,MEAN,3.836
5.9,200,20,MEAN,4.076
5.9,200,30,MEAN,4.42
5.9,200,40,MEAN,4.668
5.9,224,5,MEAN,2.771
5.9,224,10,MEAN,3.331
5.9,224,15,MEAN,3.665
5.9,224,20,MEAN,3.906
5.9,224,30,MEAN,4.251
5.9,224,40,MEAN,4.501
5.9,250,5,MEAN,2.595
5.9,250,10,MEAN,3.156
5.9,250,15,MEAN,3.49
5.9,250,20,MEAN,3.731
5.9,250,30,MEAN,4.077
5.9,250,40,MEAN,4.329
6,1.00E-01,5,MEAN,6.603
6,1.00E-01,10,MEAN,6.603
6,1.00E-01,15,MEAN,6.603
6,1.00E-01,20,MEAN,6.603
6,1.00E-01,30,MEAN,6.603
6,1.00E-01,40,MEAN,6.603
6,1,5,MEAN,6.587
6,1,10,MEAN,6.599
6,1,15,MEAN,6.601
6,1,20,MEAN,6.602
6,1,30,MEAN,6.603
6,1,40,MEAN,6.603
6,2,5,MEAN,6.543
6,2,10,MEAN,6.587
6,2,15,MEAN,6.596
6,2,20,MEAN,6.599
6,2,30,MEAN,6.601
6,2,40,MEAN,6.602
6,3,5,MEAN,6.479
6,3,10,MEAN,6.568
6,3,15,MEAN,6.587
6,3,20,MEAN,6.593
6,3,30,MEAN,6.599
6,3,40,MEAN,6.6
6,4,5,MEAN,6.404
6,4,10,MEAN,6.542
6,4,15,MEAN,6.574
6,4,20,MEAN,6.586
6,4,30,MEAN,6.595
6,4,40,MEAN,6.598
6,5,5,MEAN,6.324
6,5,10,MEAN,6.511
6,5,15,MEAN,6.559
6,5,20,MEAN,6.577
6,5,30,MEAN,6.591
6,5,40,MEAN,6.596
6,6,5,MEAN,6.243
6,6,10,MEAN,6.476
6,6,15,MEAN,6.541
6,6,20,MEAN,6.566
6,6,30,MEAN,6.586
6,6,40,MEAN,6.593
6,7,5,MEAN,6.164
6,7,10,MEAN,6.439
6,7,15,MEAN,6.52
6,7,20,MEAN,6.554
6,7,30,MEAN,6.579
6,7,40,MEAN,6.589
6,8,5,MEAN,6.089
6,8,10,MEAN,6.399
6,8,15,MEAN,6.498
6,8,20,MEAN,6.539
6,8,30,MEAN,6.572
6,8,40,MEAN,6.585
6,9,5,MEAN,6.017
6,9,10,MEAN,6.358
6,9,15,MEAN,6.474
6,9,20,MEAN,6.524
6,9,30,MEAN,6.565
6,9,40,MEAN,6.58
6,10,5,MEAN,5.949
6,10,10,MEAN,6.316
6,10,15,MEAN,6.448
6,10,20,MEAN,6.507
6,10,30,MEAN,6.556
6,10,40,MEAN,6.575
6,11,5,MEAN,5.885
6,11,10,MEAN,6.275
6,11,15,MEAN,6.422
6,11,20,MEAN,6.489
6,11,30,MEAN,6.547
6,11,40,MEAN,6.569
6,12,5,MEAN,5.825
6,12,10,MEAN,6.233
6,12,15,MEAN,6.394
6,12,20,MEAN,6.471
6,12,30,MEAN,6.537
6,12,40,MEAN,6.563
6,14,5,MEAN,5.713
6,14,10,MEAN,6.152
6,14,15,MEAN,6.338
6,14,20,MEAN,6.431
6,14,30,MEAN,6.515
6,14,40,MEAN,6.549
6,16,5,MEAN,5.612
6,16,10,MEAN,6.074
6,16,15,MEAN,6.281
6,16,20,MEAN,6.389
6,16,30,MEAN,6.491
6,16,40,MEAN,6.534
6,18,5,MEAN,5.52
6,18,10,MEAN,5.999
6,18,15,MEAN,6.224
6,18,20,MEAN,6.346
6,18,30,MEAN,6.465
6,18,40,MEAN,6.517
6,20,5,MEAN,5.436
6,20,10,MEAN,5.928
6,20,15,MEAN,6.167
6,20,20,MEAN,6.302
6,20,30,MEAN,6.438
6,20,40,MEAN,6.499
6,22,5,MEAN,5.359
6,22,10,MEAN,5.861
6,22,15,MEAN,6.112
6,22,20,MEAN,6.258
6,22,30,MEAN,6.409
6,22,40,MEAN,6.48
6,25,5,MEAN,5.253
6,25,10,MEAN,5.766
6,25,15,MEAN,6.032
6,25,20,MEAN,6.192
6,25,30,MEAN,6.365
6,25,40,MEAN,6.449
6,28,5,MEAN,5.156
6,28,10,MEAN,5.679
6,28,15,MEAN,5.956
6,28,20,MEAN,6.127
6,28,30,MEAN,6.319
6,28,40,MEAN,6.416
6,32,5,MEAN,5.041
6,32,10,MEAN,5.571
6,32,15,MEAN,5.86
6,32,20,MEAN,6.043
6,32,30,MEAN,6.257
6,32,40,MEAN,6.37
6,35,5,MEAN,4.962
6,35,10,MEAN,5.497
6,35,15,MEAN,5.792
6,35,20,MEAN,5.982
6,35,30,MEAN,6.21
6,35,40,MEAN,6.334
6,40,5,MEAN,4.842
6,40,10,MEAN,5.382
6,40,15,MEAN,5.685
6,40,20,MEAN,5.886
6,40,30,MEAN,6.133
6,40,40,MEAN,6.274
6,45,5,MEAN,4.733
6,45,10,MEAN,5.278
6,45,15,MEAN,5.587
6,45,20,MEAN,5.794
6,45,30,MEAN,6.057
6,45,40,MEAN,6.212
6,50,5,MEAN,4.634
6,50,10,MEAN,5.182
6,50,15,MEAN,5.495
6,50,20,MEAN,5.708
6,50,30,MEAN,5.983
6,50,40,MEAN,6.151
6,56,5,MEAN,4.525
6,56,10,MEAN,5.076
6,56,15,MEAN,5.393
6,56,20,MEAN,5.611
6,56,30,MEAN,5.898
6,56,40,MEAN,6.077
6,63,5,MEAN,4.409
6,63,10,MEAN,4.962
6,63,15,MEAN,5.282
6,63,20,MEAN,5.505
6,63,30,MEAN,5.803
6,63,40,MEAN,5.994
6,71,5,MEAN,4.288
6,71,10,MEAN,4.843
6,71,15,MEAN,5.166
6,71,20,MEAN,5.392
6,71,30,MEAN,5.699
6,71,40,MEAN,5.901
6,79,5,MEAN,4.177
6,79,10,MEAN,4.733
6,79,15,MEAN,5.058
6,79,20,MEAN,5.287
6,79,30,MEAN,5.602
6,79,40,MEAN,5.811
6,89,5,MEAN,4.05
6,89,10,MEAN,4.606
6,89,15,MEAN,4.934
6,89,20,MEAN,5.165
6,89,30,MEAN,5.486
6,89,40,MEAN,5.704
6,100,5,MEAN,3.921
6,100,10,MEAN,4.478
6,100,15,MEAN,4.807
6,100,20,MEAN,5.041
6,100,30,MEAN,5.367
6,100,40,MEAN,5.591
6,112,5,MEAN,3.79
6,112,10,MEAN,4.349
6,112,15,MEAN,4.679
6,112,20,MEAN,4.914
6,112,30,MEAN,5.245
6,112,40,MEAN,5.475
6,126,5,MEAN,3.65
6,126,10,MEAN,4.209
6,126,15,MEAN,4.54
6,126,20,MEAN,4.776
6,126,30,MEAN,5.111
6,126,40,MEAN,5.346
6,141,5,MEAN,3.51
6,141,10,MEAN,4.069
6,141,15,MEAN,4.401
6,141,20,MEAN,4.639
6,141,30,MEAN,4.976
6,141,40,MEAN,5.215
6,158,5,MEAN,3.362
6,158,10,MEAN,3.922
6,158,15,MEAN,4.254
6,158,20,MEAN,4.493
6,158,30,MEAN,4.833
6,158,40,MEAN,5.075
6,178,5,MEAN,3.2
6,178,10,MEAN,3.76
6,178,15,MEAN,4.093
6,178,20,MEAN,4.332
6,178,30,MEAN,4.674
6,178,40,MEAN,4.92
6,200,5,MEAN,3.032
6,200,10,MEAN,3.593
6,200,15,MEAN,3.926
6,200,20,MEAN,4.166
6,200,30,MEAN,4.51
6,200,40,MEAN,4.758
6,224,5,MEAN,2.861
6,224,10,MEAN,3.421
6,224,15,MEAN,3.755
6,224,20,MEAN,3.996
6,224,30,MEAN,4.341
6,224,40,MEAN,4.591
6,250,5,MEAN,2.685
6,250,10,MEAN,3.246
6,250,15,MEAN,3.58
6,250,20,MEAN,3.821
6,250,30,MEAN,4.167
6,250,40,MEAN,4.418
6.1,1.00E-01,5,MEAN,6.693
6.1,1.00E-01,10,MEAN,6.693
6.1,1.00E-01,15,MEAN,6.693
6.1,1.00E-01,20,MEAN,6.693
6.1,1.00E-01,30,MEAN,6.693
6.1,1.00E-01,40,MEAN,6.693
6.1,1,5,MEAN,6.677
6.1,1,10,MEAN,6.689
6.1,1,15,MEAN,6.691
6.1,1,20,MEAN,6.692
6.1,1,30,MEAN,6.692
6.1,1,40,MEAN,6.693
6.1,2,5,MEAN,6.633
6.1,2,10,MEAN,6.677
6.1,2,15,MEAN,6.685
6.1,2,20,MEAN,6.689
6.1,2,30,MEAN,6.691
6.1,2,40,MEAN,6.692
6.1,3,5,MEAN,6.569
6.1,3,10,MEAN,6.657
6.1,3,15,MEAN,6.676
6.1,3,20,MEAN,6.683
6.1,3,30,MEAN,6.688
6.1,3,40,MEAN,6.69
6.1,4,5,MEAN,6.494
6.1,4,10,MEAN,6.632
6.1,4,15,MEAN,6.664
6.1,4,20,MEAN,6.676
6.1,4,30,MEAN,6.685
6.1,4,40,MEAN,6.688
6.1,5,5,MEAN,6.413
6.1,5,10,MEAN,6.601
6.1,5,15,MEAN,6.649
6.1,5,20,MEAN,6.667
6.1,5,30,MEAN,6.681
6.1,5,40,MEAN,6.686
6.1,6,5,MEAN,6.333
6.1,6,10,MEAN,6.566
6.1,6,15,MEAN,6.631
6.1,6,20,MEAN,6.656
6.1,6,30,MEAN,6.675
6.1,6,40,MEAN,6.683
6.1,7,5,MEAN,6.254
6.1,7,10,MEAN,6.529
6.1,7,15,MEAN,6.61
6.1,7,20,MEAN,6.643
6.1,7,30,MEAN,6.669
6.1,7,40,MEAN,6.679
6.1,8,5,MEAN,6.179
6.1,8,10,MEAN,6.489
6.1,8,15,MEAN,6.588
6.1,8,20,MEAN,6.629
6.1,8,30,MEAN,6.662
6.1,8,40,MEAN,6.675
6.1,9,5,MEAN,6.107
6.1,9,10,MEAN,6.448
6.1,9,15,MEAN,6.563
6.1,9,20,MEAN,6.614
6.1,9,30,MEAN,6.654
6.1,9,40,MEAN,6.67
6.1,10,5,MEAN,6.039
6.1,10,10,MEAN,6.406
6.1,10,15,MEAN,6.538
6.1,10,20,MEAN,6.597
6.1,10,30,MEAN,6.646
6.1,10,40,MEAN,6.665
6.1,11,5,MEAN,5.975
6.1,11,10,MEAN,6.365
6.1,11,15,MEAN,6.511
6.1,11,20,MEAN,6.579
6.1,11,30,MEAN,6.637
6.1,11,40,MEAN,6.659
6.1,12,5,MEAN,5.915
6.1,12,10,MEAN,6.323
6.1,12,15,MEAN,6.484
6.1,12,20,MEAN,6.561
6.1,12,30,MEAN,6.627
6.1,12,40,MEAN,6.653
6.1,14,5,MEAN,5.803
6.1,14,10,MEAN,6.242
6.1,14,15,MEAN,6.428
6.1,14,20,MEAN,6.521
6.1,14,30,MEAN,6.605
6.1,14,40,MEAN,6.639
6.1,16,5,MEAN,5.702
6.1,16,10,MEAN,6.163
6.1,16,15,MEAN,6.37
6.1,16,20,MEAN,6.479
6.1,16,30,MEAN,6.581
6.1,16,40,MEAN,6.624
6.1,18,5,MEAN,5.61
6.1,18,10,MEAN,6.089
6.1,18,15,MEAN,6.313
6.1,18,20,MEAN,6.436
6.1,18,30,MEAN,6.555
6.1,18,40,MEAN,6.607
6.1,20,5,MEAN,5.526
6.1,20,10,MEAN,6.018
6.1,20,15,MEAN,6.257
6.1,20,20,MEAN,6.392
6.1,20,30,MEAN,6.527
6.1,20,40,MEAN,6.589
6.1,22,5,MEAN,5.448
6.1,22,10,MEAN,5.951
6.1,22,15,MEAN,6.202
6.1,22,20,MEAN,6.348
6.1,22,30,MEAN,6.499
6.1,22,40,MEAN,6.57
6.1,25,5,MEAN,5.342
6.1,25,10,MEAN,5.856
6.1,25,15,MEAN,6.122
6.1,25,20,MEAN,6.282
6.1,25,30,MEAN,6.454
6.1,25,40,MEAN,6.539
6.1,28,5,MEAN,5.246
6.1,28,10,MEAN,5.769
6.1,28,15,MEAN,6.046
6.1,28,20,MEAN,6.217
6.1,28,30,MEAN,6.409
6.1,28,40,MEAN,6.506
6.1,32,5,MEAN,5.131
6.1,32,10,MEAN,5.661
6.1,32,15,MEAN,5.949
6.1,32,20,MEAN,6.133
6.1,32,30,MEAN,6.347
6.1,32,40,MEAN,6.46
6.1,35,5,MEAN,5.051
6.1,35,10,MEAN,5.587
6.1,35,15,MEAN,5.881
6.1,35,20,MEAN,6.072
6.1,35,30,MEAN,6.3
6.1,35,40,MEAN,6.424
6.1,40,5,MEAN,4.931
6.1,40,10,MEAN,5.472
6.1,40,15,MEAN,5.775
6.1,40,20,MEAN,5.975
6.1,40,30,MEAN,6.223
6.1,40,40,MEAN,6.363
6.1,45,5,MEAN,4.823
6.1,45,10,MEAN,5.368
6.1,45,15,MEAN,5.676
6.1,45,20,MEAN,5.884
6.1,45,30,MEAN,6.147
6.1,45,40,MEAN,6.302
6.1,50,5,MEAN,4.724
6.1,50,10,MEAN,5.272
6.1,50,15,MEAN,5.585
6.1,50,20,MEAN,5.798
6.1,50,30,MEAN,6.073
6.1,50,40,MEAN,6.24
6.1,56,5,MEAN,4.615
6.1,56,10,MEAN,5.165
6.1,56,15,MEAN,5.483
6.1,56,20,MEAN,5.701
6.1,56,30,MEAN,5.988
6.1,56,40,MEAN,6.167
6.1,63,5,MEAN,4.499
6.1,63,10,MEAN,5.052
6.1,63,15,MEAN,5.372
6.1,63,20,MEAN,5.595
6.1,63,30,MEAN,5.893
6.1,63,40,MEAN,6.084
6.1,71,5,MEAN,4.378
6.1,71,10,MEAN,4.932
6.1,71,15,MEAN,5.256
6.1,71,20,MEAN,5.482
6.1,71,30,MEAN,5.789
6.1,71,40,MEAN,5.991
6.1,79,5,MEAN,4.267
6.1,79,10,MEAN,4.823
6.1,79,15,MEAN,5.148
6.1,79,20,MEAN,5.377
6.1,79,30,MEAN,5.691
6.1,79,40,MEAN,5.901
6.1,89,5,MEAN,4.14
6.1,89,10,MEAN,4.696
6.1,89,15,MEAN,5.023
6.1,89,20,MEAN,5.255
6.1,89,30,MEAN,5.576
6.1,89,40,MEAN,5.794
6.1,100,5,MEAN,4.01
6.1,100,10,MEAN,4.568
6.1,100,15,MEAN,4.897
6.1,100,20,MEAN,5.13
6.1,100,30,MEAN,5.457
6.1,100,40,MEAN,5.681
6.1,112,5,MEAN,3.88
6.1,112,10,MEAN,4.439
6.1,112,15,MEAN,4.769
6.1,112,20,MEAN,5.004
6.1,112,30,MEAN,5.334
6.1,112,40,MEAN,5.565
6.1,126,5,MEAN,3.74
6.1,126,10,MEAN,4.299
6.1,126,15,MEAN,4.63
6.1,126,20,MEAN,4.866
6.1,126,30,MEAN,5.201
6.1,126,40,MEAN,5.436
6.1,141,5,MEAN,3.6
6.1,141,10,MEAN,4.159
6.1,141,15,MEAN,4.491
6.1,141,20,MEAN,4.729
6.1,141,30,MEAN,5.066
6.1,141,40,MEAN,5.305
6.1,158,5,MEAN,3.452
6.1,158,10,MEAN,4.012
6.1,158,15,MEAN,4.344
6.1,158,20,MEAN,4.583
6.1,158,30,MEAN,4.923
6.1,158,40,MEAN,5.165
6.1,178,5,MEAN,3.289
6.1,178,10,MEAN,3.849
6.1,178,15,MEAN,4.183
6.1,178,20,MEAN,4.422
6.1,178,30,MEAN,4.764
6.1,178,40,MEAN,5.01
6.1,200,5,MEAN,3.122
6.1,200,10,MEAN,3.682
6.1,200,15,MEAN,4.016
6.1,200,20,MEAN,4.256
6.1,200,30,MEAN,4.6
6.1,200,40,MEAN,4.848
6.1,224,5,MEAN,2.95
6.1,224,10,MEAN,3.511
6.1,224,15,MEAN,3.845
6.1,224,20,MEAN,4.085
6.1,224,30,MEAN,4.431
6.1,224,40,MEAN,4.681
6.1,250,5,MEAN,2.775
6.1,250,10,MEAN,3.335
6.1,250,15,MEAN,3.669
6.1,250,20,MEAN,3.91
6.1,250,30,MEAN,4.257
6.1,250,40,MEAN,4.508
6.2,1.00E-01,5,MEAN,6.782
6.2,1.00E-01,10,MEAN,6.783
6.2,1.00E-01,15,MEAN,6.783
6.2,1.00E-01,20,MEAN,6.783
6.2,1.00E-01,30,MEAN,6.783
6.2,1.00E-01,40,MEAN,6.783
6.2,1,5,MEAN,6.767
6.2,1,10,MEAN,6.779
6.2,1,15,MEAN,6.781
6.2,1,20,MEAN,6.782
6.2,1,30,MEAN,6.782
6.2,1,40,MEAN,6.782
6.2,2,5,MEAN,6.723
6.2,2,10,MEAN,6.767
6.2,2,15,MEAN,6.775
6.2,2,20,MEAN,6.778
6.2,2,30,MEAN,6.781
6.2,2,40,MEAN,6.781
6.2,3,5,MEAN,6.659
6.2,3,10,MEAN,6.747
6.2,3,15,MEAN,6.766
6.2,3,20,MEAN,6.773
6.2,3,30,MEAN,6.778
6.2,3,40,MEAN,6.78
6.2,4,5,MEAN,6.583
6.2,4,10,MEAN,6.722
6.2,4,15,MEAN,6.754
6.2,4,20,MEAN,6.766
6.2,4,30,MEAN,6.775
6.2,4,40,MEAN,6.778
6.2,5,5,MEAN,6.503
6.2,5,10,MEAN,6.691
6.2,5,15,MEAN,6.738
6.2,5,20,MEAN,6.757
6.2,5,30,MEAN,6.77
6.2,5,40,MEAN,6.775
6.2,6,5,MEAN,6.423
6.2,6,10,MEAN,6.656
6.2,6,15,MEAN,6.72
6.2,6,20,MEAN,6.746
6.2,6,30,MEAN,6.765
6.2,6,40,MEAN,6.772
6.2,7,5,MEAN,6.344
6.2,7,10,MEAN,6.618
6.2,7,15,MEAN,6.7
6.2,7,20,MEAN,6.733
6.2,7,30,MEAN,6.759
6.2,7,40,MEAN,6.769
6.2,8,5,MEAN,6.269
6.2,8,10,MEAN,6.579
6.2,8,15,MEAN,6.677
6.2,8,20,MEAN,6.719
6.2,8,30,MEAN,6.752
6.2,8,40,MEAN,6.764
6.2,9,5,MEAN,6.197
6.2,9,10,MEAN,6.538
6.2,9,15,MEAN,6.653
6.2,9,20,MEAN,6.704
6.2,9,30,MEAN,6.744
6.2,9,40,MEAN,6.76
6.2,10,5,MEAN,6.129
6.2,10,10,MEAN,6.496
6.2,10,15,MEAN,6.628
6.2,10,20,MEAN,6.687
6.2,10,30,MEAN,6.736
6.2,10,40,MEAN,6.755
6.2,11,5,MEAN,6.065
6.2,11,10,MEAN,6.454
6.2,11,15,MEAN,6.601
6.2,11,20,MEAN,6.669
6.2,11,30,MEAN,6.726
6.2,11,40,MEAN,6.749
6.2,12,5,MEAN,6.004
6.2,12,10,MEAN,6.413
6.2,12,15,MEAN,6.574
6.2,12,20,MEAN,6.65
6.2,12,30,MEAN,6.716
6.2,12,40,MEAN,6.743
6.2,14,5,MEAN,5.893
6.2,14,10,MEAN,6.331
6.2,14,15,MEAN,6.517
6.2,14,20,MEAN,6.611
6.2,14,30,MEAN,6.694
6.2,14,40,MEAN,6.729
6.2,16,5,MEAN,5.792
6.2,16,10,MEAN,6.253
6.2,16,15,MEAN,6.46
6.2,16,20,MEAN,6.569
6.2,16,30,MEAN,6.67
6.2,16,40,MEAN,6.714
6.2,18,5,MEAN,5.7
6.2,18,10,MEAN,6.179
6.2,18,15,MEAN,6.403
6.2,18,20,MEAN,6.526
6.2,18,30,MEAN,6.645
6.2,18,40,MEAN,6.697
6.2,20,5,MEAN,5.616
6.2,20,10,MEAN,6.108
6.2,20,15,MEAN,6.347
6.2,20,20,MEAN,6.482
6.2,20,30,MEAN,6.617
6.2,20,40,MEAN,6.679
6.2,22,5,MEAN,5.538
6.2,22,10,MEAN,6.041
6.2,22,15,MEAN,6.292
6.2,22,20,MEAN,6.438
6.2,22,30,MEAN,6.589
6.2,22,40,MEAN,6.659
6.2,25,5,MEAN,5.432
6.2,25,10,MEAN,5.946
6.2,25,15,MEAN,6.212
6.2,25,20,MEAN,6.372
6.2,25,30,MEAN,6.544
6.2,25,40,MEAN,6.628
6.2,28,5,MEAN,5.336
6.2,28,10,MEAN,5.859
6.2,28,15,MEAN,6.135
6.2,28,20,MEAN,6.307
6.2,28,30,MEAN,6.498
6.2,28,40,MEAN,6.596
6.2,32,5,MEAN,5.22
6.2,32,10,MEAN,5.751
6.2,32,15,MEAN,6.039
6.2,32,20,MEAN,6.223
6.2,32,30,MEAN,6.436
6.2,32,40,MEAN,6.55
6.2,35,5,MEAN,5.141
6.2,35,10,MEAN,5.677
6.2,35,15,MEAN,5.971
6.2,35,20,MEAN,6.162
6.2,35,30,MEAN,6.39
6.2,35,40,MEAN,6.514
6.2,40,5,MEAN,5.021
6.2,40,10,MEAN,5.562
6.2,40,15,MEAN,5.865
6.2,40,20,MEAN,6.065
6.2,40,30,MEAN,6.312
6.2,40,40,MEAN,6.453
6.2,45,5,MEAN,4.913
6.2,45,10,MEAN,5.458
6.2,45,15,MEAN,5.766
6.2,45,20,MEAN,5.974
6.2,45,30,MEAN,6.237
6.2,45,40,MEAN,6.392
6.2,50,5,MEAN,4.814
