rup_mag,rup_rake,dist_rjb,site_vs30,result_type,damping,0.04,0.07,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.6,0.7,0.8,0.9,1,1.25,1.5,1.75,2,2.5,2.75,4,pga,pgv
4.0000000E+00,0.0000000E+00,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689129E-01,7.4603702E-01,7.5525190E-01,7.3222361E-01,7.3682664E-01,7.0919487E-01,6.6774892E-01,6.5163074E-01,6.4242007E-01,6.5393363E-01,6.5163241E-01,6.5163124E-01,6.5163343E-01,6.5393135E-01,6.5853763E-01,6.5162931E-01,6.6774862E-01,6.9768040E-01,7.0228769E-01,7.0919691E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774914E-01,6.2169752E-01
4.5000000E+00,0.0000000E+00,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689846E-01,7.4604041E-01,7.5524852E-01,7.3221976E-01,7.3682617E-01,7.0919581E-01,6.6774832E-01,6.5163273E-01,6.4242407E-01,6.5393407E-01,6.5163085E-01,6.5163426E-01,6.5162878E-01,6.5393786E-01,6.5854094E-01,6.5163131E-01,6.6775150E-01,6.9768025E-01,7.0228746E-01,7.0919437E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775000E-01,6.2169829E-01
5.0000000E+00,0.0000000E+00,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689016E-01,7.4603735E-01,7.5524704E-01,7.3222029E-01,7.3682808E-01,7.0919383E-01,6.6775135E-01,6.5162868E-01,6.4242346E-01,6.5393386E-01,6.5163486E-01,6.5163184E-01,6.5162951E-01,6.5393677E-01,6.5853774E-01,6.5162787E-01,6.6775102E-01,6.9768218E-01,7.0228722E-01,7.0919484E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774552E-01,6.2169986E-01
5.5000000E+00,0.0000000E+00,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689502E-01,7.4603738E-01,7.5524670E-01,7.3222047E-01,7.3683025E-01,7.0919878E-01,6.6775407E-01,6.5163263E-01,6.4242277E-01,6.5393253E-01,6.5163154E-01,6.5163189E-01,6.5163039E-01,6.5393429E-01,6.5853853E-01,6.5163112E-01,6.6774975E-01,6.9768207E-01,7.0229263E-01,7.0919634E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774655E-01,6.2169756E-01
6.0000000E+00,0.0000000E+00,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689394E-01,7.4603787E-01,7.5525091E-01,7.3222600E-01,7.3682889E-01,7.0919751E-01,6.6775195E-01,6.5163028E-01,6.4242213E-01,6.5393597E-01,6.5163429E-01,6.5163388E-01,6.5162971E-01,6.5393320E-01,6.5853584E-01,6.5163437E-01,6.6775118E-01,6.9768308E-01,7.0228710E-01,7.0919676E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774952E-01,6.2169931E-01
6.5000000E+00,0.0000000E+00,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689766E-01,7.4603800E-01,7.5524669E-01,7.3222337E-01,7.3682743E-01,7.0919716E-01,6.6774803E-01,6.5163211E-01,6.4241805E-01,6.5393340E-01,6.5163041E-01,6.5163364E-01,6.5163231E-01,6.5393345E-01,6.5853841E-01,6.5162948E-01,6.6775011E-01,6.9767887E-01,7.0228637E-01,7.0919329E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774625E-01,6.2169810E-01
6.9000000E+00,0.0000000E+00,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689354E-01,7.4603952E-01,7.5524688E-01,7.3222152E-01,7.3682842E-01,7.0919616E-01,6.6774842E-01,6.5163144E-01,6.4242348E-01,6.5393410E-01,6.5163237E-01,6.5163170E-01,6.5163187E-01,6.5393510E-01,6.5853962E-01,6.5163102E-01,6.6774984E-01,6.9768282E-01,7.0228911E-01,7.0919290E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774760E-01,6.2170114E-01
4.0000000E+00,0.0000000E+00,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689689E-01,7.4603862E-01,7.5524878E-01,7.3222218E-01,7.3682618E-01,7.0919365E-01,6.6774916E-01,6.5163168E-01,6.4241610E-01,6.5393259E-01,6.5163083E-01,6.5163169E-01,6.5162867E-01,6.5393388E-01,6.5854183E-01,6.5162894E-01,6.6775011E-01,6.9768275E-01,7.0228954E-01,7.0919566E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774953E-01,6.2169736E-01
4.5000000E+00,0.0000000E+00,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689229E-01,7.4603911E-01,7.5524923E-01,7.3222238E-01,7.3682810E-01,7.0919613E-01,6.6774796E-01,6.5163256E-01,6.4242220E-01,6.5393544E-01,6.5162950E-01,6.5163124E-01,6.5163121E-01,6.5393373E-01,6.5854077E-01,6.5163111E-01,6.6774653E-01,6.9768165E-01,7.0228768E-01,7.0919504E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775179E-01,6.2170089E-01
5.0000000E+00,0.0000000E+00,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689455E-01,7.4603787E-01,7.5524432E-01,7.3222435E-01,7.3682642E-01,7.0919722E-01,6.6774863E-01,6.5163077E-01,6.4241979E-01,6.5393087E-01,6.5163366E-01,6.5163064E-01,6.5162940E-01,6.5393374E-01,6.5854080E-01,6.5163254E-01,6.6774973E-01,6.9768385E-01,7.0229140E-01,7.0919897E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774925E-01,6.2169874E-01
5.5000000E+00,0.0000000E+00,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689649E-01,7.4603876E-01,7.5524714E-01,7.3222020E-01,7.3682791E-01,7.0919820E-01,6.6774980E-01,6.5163299E-01,6.4242253E-01,6.5393287E-01,6.5162768E-01,6.5163409E-01,6.5162929E-01,6.5393342E-01,6.5853970E-01,6.5163076E-01,6.6775173E-01,6.9768253E-01,7.0228880E-01,7.0919441E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775237E-01,6.2169725E-01
6.0000000E+00,0.0000000E+00,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689447E-01,7.4603519E-01,7.5524803E-01,7.3222230E-01,7.3682652E-01,7.0919734E-01,6.6775099E-01,6.5163132E-01,6.4242062E-01,6.5393575E-01,6.5163087E-01,6.5163251E-01,6.5163168E-01,6.5393152E-01,6.5853724E-01,6.5162813E-01,6.6775122E-01,6.9768216E-01,7.0228918E-01,7.0920125E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775030E-01,6.2169690E-01
6.5000000E+00,0.0000000E+00,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689359E-01,7.4603739E-01,7.5524712E-01,7.3222175E-01,7.3682723E-01,7.0919354E-01,6.6775093E-01,6.5163377E-01,6.4242270E-01,6.5393236E-01,6.5163421E-01,6.5162847E-01,6.5163120E-01,6.5393563E-01,6.5854336E-01,6.5163075E-01,6.6774827E-01,6.9768292E-01,7.0229064E-01,7.0919724E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774812E-01,6.2169868E-01
6.9000000E+00,0.0000000E+00,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689324E-01,7.4603600E-01,7.5524604E-01,7.3222262E-01,7.3682720E-01,7.0919516E-01,6.6775163E-01,6.5162875E-01,6.4242324E-01,6.5393500E-01,6.5162892E-01,6.5163099E-01,6.5163278E-01,6.5393608E-01,6.5854019E-01,6.5163107E-01,6.6774891E-01,6.9768276E-01,7.0228527E-01,7.0919596E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775058E-01,6.2169895E-01
4.0000000E+00,0.0000000E+00,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689556E-01,7.4603919E-01,7.5524761E-01,7.3222152E-01,7.3683063E-01,7.0919724E-01,6.6775013E-01,6.5163177E-01,6.4242011E-01,6.5393521E-01,6.5163286E-01,6.5163194E-01,6.5163240E-01,6.5393453E-01,6.5854042E-01,6.5163188E-01,6.6775043E-01,6.9768451E-01,7.0228691E-01,7.0919215E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775277E-01,6.2170059E-01
4.5000000E+00,0.0000000E+00,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689451E-01,7.4603577E-01,7.5525009E-01,7.3222247E-01,7.3682435E-01,7.0919393E-01,6.6774852E-01,6.5163592E-01,6.4242109E-01,6.5393364E-01,6.5163313E-01,6.5163273E-01,6.5163122E-01,6.5393937E-01,6.5854353E-01,6.5163595E-01,6.6775269E-01,6.9768209E-01,7.0228878E-01,7.0919457E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775124E-01,6.2169702E-01
5.0000000E+00,0.0000000E+00,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689045E-01,7.4603689E-01,7.5524617E-01,7.3222216E-01,7.3682769E-01,7.0919506E-01,6.6774803E-01,6.5163121E-01,6.4241988E-01,6.5393474E-01,6.5163303E-01,6.5163134E-01,6.5163160E-01,6.5393472E-01,6.5853938E-01,6.5163122E-01,6.6774855E-01,6.9768458E-01,7.0229034E-01,7.0919376E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775066E-01,6.2170183E-01
5.5000000E+00,0.0000000E+00,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689477E-01,7.4603858E-01,7.5524759E-01,7.3222000E-01,7.3682839E-01,7.0919646E-01,6.6774866E-01,6.5163147E-01,6.4242130E-01,6.5393159E-01,6.5163282E-01,6.5162985E-01,6.5162944E-01,6.5393377E-01,6.5853721E-01,6.5163278E-01,6.6775223E-01,6.9768510E-01,7.0228714E-01,7.0919538E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775199E-01,6.2169863E-01
6.0000000E+00,0.0000000E+00,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689053E-01,7.4603905E-01,7.5524732E-01,7.3221760E-01,7.3682605E-01,7.0919651E-01,6.6775159E-01,6.5163343E-01,6.4242196E-01,6.5393377E-01,6.5163246E-01,6.5163194E-01,6.5163049E-01,6.5393488E-01,6.5853933E-01,6.5163269E-01,6.6774796E-01,6.9768552E-01,7.0228721E-01,7.0919373E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774966E-01,6.2169748E-01
6.5000000E+00,0.0000000E+00,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689478E-01,7.4603943E-01,7.5525052E-01,7.3222237E-01,7.3682826E-01,7.0919730E-01,6.6774952E-01,6.5163105E-01,6.4242157E-01,6.5393267E-01,6.5163291E-01,6.5162701E-01,6.5163221E-01,6.5393217E-01,6.5854072E-01,6.5162992E-01,6.6775223E-01,6.9768404E-01,7.0228884E-01,7.0919785E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775115E-01,6.2169832E-01
6.9000000E+00,0.0000000E+00,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689042E-01,7.4603913E-01,7.5524947E-01,7.3222505E-01,7.3683148E-01,7.0919931E-01,6.6775310E-01,6.5163068E-01,6.4242449E-01,6.5393611E-01,6.5163135E-01,6.5163058E-01,6.5162984E-01,6.5393582E-01,6.5854218E-01,6.5163375E-01,6.6775141E-01,6.9768075E-01,7.0229070E-01,7.0919299E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774963E-01,6.2169362E-01
4.0000000E+00,0.0000000E+00,1.3000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689350E-01,7.4603934E-01,7.5524574E-01,7.3222502E-01,7.3682696E-01,7.0919707E-01,6.6775023E-01,6.5163068E-01,6.4242153E-01,6.5393120E-01,6.5162985E-01,6.5163200E-01,6.5163337E-01,6.5393565E-01,6.5853846E-01,6.5162885E-01,6.6774857E-01,6.9768508E-01,7.0228854E-01,7.0919659E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774678E-01,6.2169981E-01
4.5000000E+00,0.0000000E+00,1.3000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689230E-01,7.4603936E-01,7.5524782E-01,7.3222041E-01,7.3682581E-01,7.0919326E-01,6.6774876E-01,6.5163149E-01,6.4242072E-01,6.5393653E-01,6.5163014E-01,6.5163338E-01,6.5163193E-01,6.5393634E-01,6.5854179E-01,6.5163240E-01,6.6774985E-01,6.9768412E-01,7.0228915E-01,7.0919669E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775268E-01,6.2169804E-01
5.0000000E+00,0.0000000E+00,1.3000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689318E-01,7.4603645E-01,7.5525075E-01,7.3222412E-01,7.3682799E-01,7.0919598E-01,6.6775082E-01,6.5162988E-01,6.4242235E-01,6.5393241E-01,6.5163042E-01,6.5163118E-01,6.5163360E-01,6.5393319E-01,6.5853916E-01,6.5163240E-01,6.6775001E-01,6.9768637E-01,7.0229074E-01,7.0919541E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775199E-01,6.2169563E-01
5.5000000E+00,0.0000000E+00,1.3000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689193E-01,7.4603571E-01,7.5524613E-01,7.3222258E-01,7.3682622E-01,7.0919683E-01,6.6775035E-01,6.5163014E-01,6.4242101E-01,6.5393386E-01,6.5163094E-01,6.5162935E-01,6.5163549E-01,6.5393513E-01,6.5853625E-01,6.5162949E-01,6.6775132E-01,6.9768332E-01,7.0228769E-01,7.0919535E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775147E-01,6.2169803E-01
6.0000000E+00,0.0000000E+00,1.3000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689330E-01,7.4603901E-01,7.5524872E-01,7.3222267E-01,7.3682499E-01,7.0919395E-01,6.6774996E-01,6.5163362E-01,6.4241799E-01,6.5393156E-01,6.5163430E-01,6.5163082E-01,6.5163378E-01,6.5393517E-01,6.5853896E-01,6.5163151E-01,6.6774981E-01,6.9768061E-01,7.0228914E-01,7.0919734E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774924E-01,6.2169668E-01
6.5000000E+00,0.0000000E+00,1.3000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689490E-01,7.4603530E-01,7.5525160E-01,7.3222399E-01,7.3682890E-01,7.0919527E-01,6.6775053E-01,6.5163168E-01,6.4242320E-01,6.5393411E-01,6.5163261E-01,6.5163019E-01,6.5163249E-01,6.5393745E-01,6.5853868E-01,6.5163100E-01,6.6775299E-01,6.9768379E-01,7.0228747E-01,7.0919522E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775184E-01,6.2169902E-01
6.9000000E+00,0.0000000E+00,1.3000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689479E-01,7.4604031E-01,7.5524862E-01,7.3222058E-01,7.3682820E-01,7.0919674E-01,6.6774946E-01,6.5162920E-01,6.4241856E-01,6.5393376E-01,6.5163201E-01,6.5163202E-01,6.5163100E-01,6.5393617E-01,6.5853873E-01,6.5163170E-01,6.6774543E-01,6.9768092E-01,7.0228819E-01,7.0919628E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775269E-01,6.2169793E-01
4.0000000E+00,0.0000000E+00,1.6000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689385E-01,7.4604124E-01,7.5525046E-01,7.3222386E-01,7.3682688E-01,7.0919227E-01,6.6774874E-01,6.5163219E-01,6.4241876E-01,6.5393400E-01,6.5163393E-01,6.5163014E-01,6.5162943E-01,6.5393305E-01,6.5853985E-01,6.5163355E-01,6.6774646E-01,6.9768650E-01,7.0228658E-01,7.0919697E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775054E-01,6.2170136E-01
4.5000000E+00,0.0000000E+00,1.6000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689731E-01,7.4603466E-01,7.5524836E-01,7.3222225E-01,7.3682691E-01,7.0919658E-01,6.6774969E-01,6.5163239E-01,6.4242171E-01,6.5393443E-01,6.5163180E-01,6.5163109E-01,6.5163650E-01,6.5393224E-01,6.5853672E-01,6.5162901E-01,6.6774958E-01,6.9768309E-01,7.0228772E-01,7.0919862E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775134E-01,6.2169580E-01
5.0000000E+00,0.0000000E+00,1.6000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689228E-01,7.4604182E-01,7.5524473E-01,7.3222499E-01,7.3682747E-01,7.0919706E-01,6.6774971E-01,6.5163437E-01,6.4242570E-01,6.5393550E-01,6.5163155E-01,6.5163572E-01,6.5163481E-01,6.5393446E-01,6.5854014E-01,6.5163141E-01,6.6774796E-01,6.9768481E-01,7.0229197E-01,7.0919557E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774983E-01,6.2169667E-01
5.5000000E+00,0.0000000E+00,1.6000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689800E-01,7.4603617E-01,7.5524527E-01,7.3222206E-01,7.3682492E-01,7.0919527E-01,6.6775122E-01,6.5163202E-01,6.4242261E-01,6.5393341E-01,6.5163152E-01,6.5163145E-01,6.5163188E-01,6.5393823E-01,6.5853536E-01,6.5163574E-01,6.6775072E-01,6.9768415E-01,7.0228972E-01,7.0919596E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775144E-01,6.2169656E-01
6.0000000E+00,0.0000000E+00,1.6000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689484E-01,7.4603838E-01,7.5524695E-01,7.3221813E-01,7.3682824E-01,7.0919437E-01,6.6775017E-01,6.5162965E-01,6.4242341E-01,6.5393537E-01,6.5162933E-01,6.5162695E-01,6.5163346E-01,6.5393324E-01,6.5853970E-01,6.5162980E-01,6.6775136E-01,6.9768225E-01,7.0228724E-01,7.0919913E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775137E-01,6.2169593E-01
6.5000000E+00,0.0000000E+00,1.6000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689322E-01,7.4603453E-01,7.5524824E-01,7.3222181E-01,7.3682448E-01,7.0919559E-01,6.6775167E-01,6.5163190E-01,6.4242334E-01,6.5393362E-01,6.5163250E-01,6.5163232E-01,6.5163215E-01,6.5393378E-01,6.5854009E-01,6.5163291E-01,6.6774901E-01,6.9768390E-01,7.0228963E-01,7.0919642E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775150E-01,6.2169953E-01
6.9000000E+00,0.0000000E+00,1.6000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689468E-01,7.4604082E-01,7.5525093E-01,7.3221889E-01,7.3682683E-01,7.0919766E-01,6.6774801E-01,6.5163160E-01,6.4242088E-01,6.5393514E-01,6.5163074E-01,6.5163318E-01,6.5163078E-01,6.5393461E-01,6.5854389E-01,6.5162889E-01,6.6774875E-01,6.9768316E-01,7.0228381E-01,7.0919608E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774875E-01,6.2169714E-01
4.0000000E+00,0.0000000E+00,2.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689574E-01,7.4603779E-01,7.5525003E-01,7.3222578E-01,7.3682835E-01,7.0919370E-01,6.6775218E-01,6.5163093E-01,6.4241906E-01,6.5393704E-01,6.5162774E-01,6.5162759E-01,6.5163091E-01,6.5393509E-01,6.5853701E-01,6.5162776E-01,6.6774930E-01,6.9768270E-01,7.0228946E-01,7.0919671E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774783E-01,6.2169876E-01
4.5000000E+00,0.0000000E+00,2.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689385E-01,7.4604022E-01,7.5524827E-01,7.3222612E-01,7.3682800E-01,7.0919495E-01,6.6774998E-01,6.5163067E-01,6.4242292E-01,6.5393421E-01,6.5163318E-01,6.5163052E-01,6.5163204E-01,6.5393575E-01,6.5853990E-01,6.5163212E-01,6.6774807E-01,6.9768430E-01,7.0228289E-01,7.0919536E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775147E-01,6.2169977E-01
5.0000000E+00,0.0000000E+00,2.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689381E-01,7.4603637E-01,7.5524685E-01,7.3222237E-01,7.3682931E-01,7.0919564E-01,6.6775169E-01,6.5163352E-01,6.4242048E-01,6.5393325E-01,6.5163233E-01,6.5163183E-01,6.5163074E-01,6.5393247E-01,6.5854140E-01,6.5163459E-01,6.6775137E-01,6.9768083E-01,7.0228829E-01,7.0919587E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775020E-01,6.2169819E-01
5.5000000E+00,0.0000000E+00,2.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689331E-01,7.4603810E-01,7.5524953E-01,7.3221717E-01,7.3682855E-01,7.0919577E-01,6.6775274E-01,6.5163071E-01,6.4242264E-01,6.5393398E-01,6.5163098E-01,6.5162923E-01,6.5163128E-01,6.5393466E-01,6.5853917E-01,6.5163089E-01,6.6774924E-01,6.9768462E-01,7.0228556E-01,7.0919332E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774688E-01,6.2169989E-01
6.0000000E+00,0.0000000E+00,2.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689454E-01,7.4603980E-01,7.5524810E-01,7.3222402E-01,7.3682736E-01,7.0919726E-01,6.6775234E-01,6.5163609E-01,6.4242161E-01,6.5393306E-01,6.5163144E-01,6.5163421E-01,6.5163047E-01,6.5393558E-01,6.5853702E-01,6.5163318E-01,6.6775290E-01,6.9768629E-01,7.0229146E-01,7.0919547E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774779E-01,6.2169787E-01
6.5000000E+00,0.0000000E+00,2.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689475E-01,7.4603746E-01,7.5524841E-01,7.3222516E-01,7.3682823E-01,7.0919592E-01,6.6775138E-01,6.5163389E-01,6.4242200E-01,6.5393478E-01,6.5163018E-01,6.5162883E-01,6.5163191E-01,6.5393283E-01,6.5854065E-01,6.5163114E-01,6.6774871E-01,6.9768371E-01,7.0228734E-01,7.0919471E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774533E-01,6.2169817E-01
6.9000000E+00,0.0000000E+00,2.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689622E-01,7.4603725E-01,7.5524884E-01,7.3221777E-01,7.3682902E-01,7.0919449E-01,6.6774810E-01,6.5163165E-01,6.4242286E-01,6.5393374E-01,6.5163121E-01,6.5163271E-01,6.5162959E-01,6.5393203E-01,6.5854223E-01,6.5162909E-01,6.6774722E-01,6.9768184E-01,7.0228880E-01,7.0919699E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775282E-01,6.2169838E-01
4.0000000E+00,2.7000000E+02,0.0000000E+00,8.0000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689455E-01,7.4603612E-01,7.5525035E-01,7.3221962E-01,7.3682364E-01,7.0919675E-01,6.6775002E-01,6.5162970E-01,6.4242085E-01,6.5393627E-01,6.5163204E-01,6.5163340E-01,6.5163033E-01,6.5392989E-01,6.5853833E-01,6.5163163E-01,6.6774974E-01,6.9768416E-01,7.0229000E-01,7.0919626E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775028E-01,6.2169883E-01
4.5000000E+00,2.7000000E+02,0.0000000E+00,8.0000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689349E-01,7.4604015E-01,7.5525097E-01,7.3222535E-01,7.3682637E-01,7.0919511E-01,6.6775338E-01,6.5163108E-01,6.4242140E-01,6.5393584E-01,6.5163165E-01,6.5163179E-01,6.5163121E-01,6.5393118E-01,6.5854086E-01,6.5163137E-01,6.6775188E-01,6.9768268E-01,7.0228881E-01,7.0919378E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775000E-01,6.2169763E-01
5.0000000E+00,2.7000000E+02,0.0000000E+00,8.0000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689689E-01,7.4603759E-01,7.5524679E-01,7.3221822E-01,7.3682477E-01,7.0919662E-01,6.6774325E-01,6.5163430E-01,6.4242362E-01,6.5393688E-01,6.5163288E-01,6.5163234E-01,6.5163212E-01,6.5393367E-01,6.5854071E-01,6.5163387E-01,6.6775050E-01,6.9768347E-01,7.0228525E-01,7.0919178E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775237E-01,6.2169649E-01
5.5000000E+00,2.7000000E+02,0.0000000E+00,8.0000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689254E-01,7.4603603E-01,7.5524742E-01,7.3221934E-01,7.3682822E-01,7.0919412E-01,6.6775274E-01,6.5163559E-01,6.4241848E-01,6.5393759E-01,6.5162934E-01,6.5163605E-01,6.5163288E-01,6.5393285E-01,6.5853748E-01,6.5163150E-01,6.6775062E-01,6.9768649E-01,7.0228913E-01,7.0919269E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774835E-01,6.2170073E-01
6.0000000E+00,2.7000000E+02,0.0000000E+00,8.0000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689199E-01,7.4603553E-01,7.5524810E-01,7.3222112E-01,7.3682758E-01,7.0919642E-01,6.6774737E-01,6.5162971E-01,6.4242299E-01,6.5393478E-01,6.5163399E-01,6.5163154E-01,6.5162984E-01,6.5393371E-01,6.5854255E-01,6.5162709E-01,6.6774790E-01,6.9768678E-01,7.0228845E-01,7.0919683E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774723E-01,6.2169834E-01
6.5000000E+00,2.7000000E+02,0.0000000E+00,8.0000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689517E-01,7.4603811E-01,7.5524864E-01,7.3222227E-01,7.3682963E-01,7.0919838E-01,6.6775079E-01,6.5163097E-01,6.4242162E-01,6.5393527E-01,6.5163220E-01,6.5163036E-01,6.5163186E-01,6.5393285E-01,6.5853856E-01,6.5163069E-01,6.6774871E-01,6.9768518E-01,7.0228678E-01,7.0919865E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775043E-01,6.2169981E-01
