rup_mag,rup_rake,dist_rjb,site_vs30,result_type,damping,0.04,0.07,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.6,0.7,0.8,0.9,1,1.25,1.5,1.75,2,2.5,2.75,4,pga,pgv
5.0000000E+00,2.7000000E+02,1.6000000E+02,2.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689564E-01,7.4603952E-01,7.5524888E-01,7.3222651E-01,7.3682999E-01,7.0919494E-01,6.6775387E-01,6.5163264E-01,6.4241800E-01,6.5393351E-01,6.5163511E-01,6.5162908E-01,6.5163436E-01,6.5393543E-01,6.5853857E-01,6.5163104E-01,6.6774742E-01,6.9768329E-01,7.0228939E-01,7.0919590E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774666E-01,6.2169764E-01
5.5000000E+00,2.7000000E+02,1.6000000E+02,2.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689525E-01,7.4603399E-01,7.5524869E-01,7.3222177E-01,7.3682866E-01,7.0919838E-01,6.6775077E-01,6.5163263E-01,6.4242085E-01,6.5393371E-01,6.5163357E-01,6.5163188E-01,6.5163249E-01,6.5393406E-01,6.5854024E-01,6.5163219E-01,6.6775088E-01,6.9768513E-01,7.0229293E-01,7.0919627E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775160E-01,6.2169557E-01
6.0000000E+00,2.7000000E+02,1.6000000E+02,2.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689255E-01,7.4603649E-01,7.5524675E-01,7.3222377E-01,7.3682615E-01,7.0919689E-01,6.6774762E-01,6.5163414E-01,6.4242216E-01,6.5393597E-01,6.5163324E-01,6.5163220E-01,6.5163367E-01,6.5393562E-01,6.5853957E-01,6.5163365E-01,6.6774698E-01,6.9768302E-01,7.0228736E-01,7.0919665E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775063E-01,6.2169956E-01
6.5000000E+00,2.7000000E+02,1.6000000E+02,2.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689131E-01,7.4603621E-01,7.5524787E-01,7.3222588E-01,7.3682965E-01,7.0919327E-01,6.6774952E-01,6.5163214E-01,6.4242056E-01,6.5393460E-01,6.5163095E-01,6.5163224E-01,6.5163435E-01,6.5393261E-01,6.5853747E-01,6.5163140E-01,6.6775203E-01,6.9768473E-01,7.0229255E-01,7.0919277E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774968E-01,6.2169731E-01
6.9000000E+00,2.7000000E+02,1.6000000E+02,2.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689316E-01,7.4603642E-01,7.5524821E-01,7.3222242E-01,7.3682626E-01,7.0919642E-01,6.6774963E-01,6.5163263E-01,6.4241958E-01,6.5393378E-01,6.5163082E-01,6.5163201E-01,6.5163193E-01,6.5393350E-01,6.5853902E-01,6.5163140E-01,6.6774914E-01,6.9768388E-01,7.0228945E-01,7.0919588E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775177E-01,6.2169872E-01
4.0000000E+00,2.7000000E+02,2.0000000E+02,2.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689344E-01,7.4603690E-01,7.5524771E-01,7.3221968E-01,7.3682897E-01,7.0919603E-01,6.6775036E-01,6.5163127E-01,6.4242103E-01,6.5393390E-01,6.5163344E-01,6.5162990E-01,6.5163111E-01,6.5393027E-01,6.5853972E-01,6.5163022E-01,6.6775089E-01,6.9768423E-01,7.0228851E-01,7.0919957E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775026E-01,6.2169815E-01
4.5000000E+00,2.7000000E+02,2.0000000E+02,2.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0688995E-01,7.4604036E-01,7.5524825E-01,7.3222146E-01,7.3682474E-01,7.0919586E-01,6.6775195E-01,6.5163201E-01,6.4242252E-01,6.5393358E-01,6.5163103E-01,6.5163337E-01,6.5163018E-01,6.5393423E-01,6.5854129E-01,6.5163153E-01,6.6775145E-01,6.9768601E-01,7.0228893E-01,7.0919962E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775171E-01,6.2169639E-01
5.0000000E+00,2.7000000E+02,2.0000000E+02,2.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689250E-01,7.4603701E-01,7.5524914E-01,7.3222054E-01,7.3683113E-01,7.0919443E-01,6.6775142E-01,6.5162896E-01,6.4241862E-01,6.5393644E-01,6.5163061E-01,6.5163012E-01,6.5163394E-01,6.5393287E-01,6.5853970E-01,6.5163138E-01,6.6775006E-01,6.9768455E-01,7.0228858E-01,7.0919509E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774852E-01,6.2169830E-01
5.5000000E+00,2.7000000E+02,2.0000000E+02,2.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689446E-01,7.4604237E-01,7.5524851E-01,7.3222733E-01,7.3683078E-01,7.0919528E-01,6.6774936E-01,6.5163055E-01,6.4242229E-01,6.5393215E-01,6.5163175E-01,6.5163005E-01,6.5163087E-01,6.5393608E-01,6.5854014E-01,6.5163407E-01,6.6775131E-01,6.9768321E-01,7.0229158E-01,7.0919467E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774849E-01,6.2169592E-01
6.0000000E+00,2.7000000E+02,2.0000000E+02,2.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689499E-01,7.4603710E-01,7.5524904E-01,7.3222057E-01,7.3682786E-01,7.0919624E-01,6.6774536E-01,6.5163197E-01,6.4241833E-01,6.5393727E-01,6.5162814E-01,6.5163124E-01,6.5163016E-01,6.5393100E-01,6.5854048E-01,6.5162930E-01,6.6775085E-01,6.9768421E-01,7.0228839E-01,7.0919704E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775023E-01,6.2169765E-01
6.5000000E+00,2.7000000E+02,2.0000000E+02,2.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689651E-01,7.4603751E-01,7.5524665E-01,7.3222205E-01,7.3682992E-01,7.0919067E-01,6.6774566E-01,6.5162810E-01,6.4242208E-01,6.5393247E-01,6.5163062E-01,6.5163238E-01,6.5163277E-01,6.5393567E-01,6.5854103E-01,6.5163326E-01,6.6774943E-01,6.9767949E-01,7.0228599E-01,7.0919907E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774722E-01,6.2169908E-01
6.9000000E+00,2.7000000E+02,2.0000000E+02,2.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689464E-01,7.4603685E-01,7.5525081E-01,7.3222342E-01,7.3682355E-01,7.0919377E-01,6.6774798E-01,6.5163206E-01,6.4242132E-01,6.5393552E-01,6.5163043E-01,6.5163083E-01,6.5163073E-01,6.5393290E-01,6.5853797E-01,6.5163020E-01,6.6774918E-01,6.9768270E-01,7.0228736E-01,7.0919623E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775259E-01,6.2169802E-01
4.0000000E+00,2.7000000E+02,0.0000000E+00,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689347E-01,7.4603668E-01,7.5524653E-01,7.3222264E-01,7.3682730E-01,7.0919928E-01,6.6774907E-01,6.5163129E-01,6.4242002E-01,6.5393371E-01,6.5163201E-01,6.5163032E-01,6.5163207E-01,6.5393338E-01,6.5853737E-01,6.5163091E-01,6.6774765E-01,6.9768537E-01,7.0228662E-01,7.0919527E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775092E-01,6.2169755E-01
4.5000000E+00,2.7000000E+02,0.0000000E+00,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689204E-01,7.4603840E-01,7.5525241E-01,7.3222456E-01,7.3682363E-01,7.0919481E-01,6.6775203E-01,6.5163344E-01,6.4242356E-01,6.5393575E-01,6.5163296E-01,6.5163192E-01,6.5163292E-01,6.5393926E-01,6.5853999E-01,6.5163092E-01,6.6775162E-01,6.9768143E-01,7.0229088E-01,7.0919461E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774853E-01,6.2169992E-01
5.0000000E+00,2.7000000E+02,0.0000000E+00,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689724E-01,7.4603580E-01,7.5524894E-01,7.3222274E-01,7.3682913E-01,7.0919497E-01,6.6775142E-01,6.5163222E-01,6.4242360E-01,6.5393095E-01,6.5162929E-01,6.5163590E-01,6.5163096E-01,6.5393764E-01,6.5854065E-01,6.5163050E-01,6.6775001E-01,6.9768268E-01,7.0228980E-01,7.0919758E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775462E-01,6.2169811E-01
5.5000000E+00,2.7000000E+02,0.0000000E+00,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689421E-01,7.4603858E-01,7.5524928E-01,7.3222196E-01,7.3682636E-01,7.0919450E-01,6.6775097E-01,6.5163285E-01,6.4242088E-01,6.5393345E-01,6.5163005E-01,6.5163230E-01,6.5163263E-01,6.5393591E-01,6.5853986E-01,6.5163115E-01,6.6775043E-01,6.9768117E-01,7.0228493E-01,7.0919696E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775085E-01,6.2170206E-01
6.0000000E+00,2.7000000E+02,0.0000000E+00,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689241E-01,7.4603658E-01,7.5524906E-01,7.3222316E-01,7.3682996E-01,7.0919482E-01,6.6774447E-01,6.5163237E-01,6.4242160E-01,6.5393388E-01,6.5163207E-01,6.5163133E-01,6.5163565E-01,6.5393668E-01,6.5854115E-01,6.5162778E-01,6.6774902E-01,6.9768398E-01,7.0228612E-01,7.0919819E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775263E-01,6.2170022E-01
6.5000000E+00,2.7000000E+02,0.0000000E+00,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689417E-01,7.4603785E-01,7.5524788E-01,7.3222388E-01,7.3682967E-01,7.0919287E-01,6.6774723E-01,6.5163441E-01,6.4242079E-01,6.5393210E-01,6.5163334E-01,6.5163422E-01,6.5163465E-01,6.5393721E-01,6.5854323E-01,6.5163324E-01,6.6774793E-01,6.9768343E-01,7.0228751E-01,7.0919642E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774837E-01,6.2169902E-01
6.9000000E+00,2.7000000E+02,0.0000000E+00,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689303E-01,7.4603635E-01,7.5525074E-01,7.3222039E-01,7.3682966E-01,7.0919271E-01,6.6774566E-01,6.5163503E-01,6.4241798E-01,6.5393218E-01,6.5163324E-01,6.5163007E-01,6.5163220E-01,6.5393407E-01,6.5853768E-01,6.5163016E-01,6.6774923E-01,6.9768489E-01,7.0228678E-01,7.0919588E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774800E-01,6.2169782E-01
4.0000000E+00,2.7000000E+02,1.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689540E-01,7.4603841E-01,7.5524643E-01,7.3222348E-01,7.3682630E-01,7.0919469E-01,6.6774934E-01,6.5163338E-01,6.4241915E-01,6.5393571E-01,6.5163082E-01,6.5163237E-01,6.5163339E-01,6.5393446E-01,6.5853928E-01,6.5163288E-01,6.6774992E-01,6.9768435E-01,7.0229030E-01,7.0919416E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774971E-01,6.2169500E-01
4.5000000E+00,2.7000000E+02,1.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689311E-01,7.4604193E-01,7.5524966E-01,7.3222407E-01,7.3682590E-01,7.0919660E-01,6.6774957E-01,6.5163057E-01,6.4242000E-01,6.5393470E-01,6.5163134E-01,6.5163215E-01,6.5163026E-01,6.5393426E-01,6.5853807E-01,6.5162993E-01,6.6774721E-01,6.9768708E-01,7.0228911E-01,7.0919430E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774771E-01,6.2169940E-01
5.0000000E+00,2.7000000E+02,1.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689583E-01,7.4603522E-01,7.5524631E-01,7.3222271E-01,7.3682457E-01,7.0919447E-01,6.6774974E-01,6.5163461E-01,6.4242217E-01,6.5393121E-01,6.5163221E-01,6.5163104E-01,6.5163151E-01,6.5393345E-01,6.5853824E-01,6.5163228E-01,6.6775040E-01,6.9768527E-01,7.0229064E-01,7.0919567E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774647E-01,6.2169803E-01
5.5000000E+00,2.7000000E+02,1.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689235E-01,7.4603374E-01,7.5524602E-01,7.3222423E-01,7.3682534E-01,7.0919781E-01,6.6774872E-01,6.5163172E-01,6.4242469E-01,6.5393002E-01,6.5162734E-01,6.5163397E-01,6.5163591E-01,6.5392938E-01,6.5853889E-01,6.5163095E-01,6.6774903E-01,6.9768404E-01,7.0228758E-01,7.0919514E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774692E-01,6.2170031E-01
6.0000000E+00,2.7000000E+02,1.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689446E-01,7.4603732E-01,7.5524988E-01,7.3222273E-01,7.3682932E-01,7.0919545E-01,6.6775083E-01,6.5163114E-01,6.4242226E-01,6.5393238E-01,6.5163292E-01,6.5163263E-01,6.5163404E-01,6.5393173E-01,6.5853823E-01,6.5163171E-01,6.6774983E-01,6.9768135E-01,7.0228623E-01,7.0919858E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774972E-01,6.2169944E-01
6.5000000E+00,2.7000000E+02,1.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689394E-01,7.4603644E-01,7.5524677E-01,7.3222305E-01,7.3682611E-01,7.0919612E-01,6.6774934E-01,6.5163061E-01,6.4242175E-01,6.5393509E-01,6.5163231E-01,6.5163225E-01,6.5162798E-01,6.5393714E-01,6.5854270E-01,6.5163020E-01,6.6774916E-01,6.9768375E-01,7.0228606E-01,7.0919855E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775086E-01,6.2169765E-01
6.9000000E+00,2.7000000E+02,1.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689252E-01,7.4603760E-01,7.5524912E-01,7.3222142E-01,7.3682984E-01,7.0919726E-01,6.6775187E-01,6.5163326E-01,6.4242067E-01,6.5393215E-01,6.5163489E-01,6.5163357E-01,6.5163256E-01,6.5393868E-01,6.5853496E-01,6.5163565E-01,6.6774745E-01,6.9768456E-01,7.0228823E-01,7.0919833E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774755E-01,6.2169948E-01
4.0000000E+00,2.7000000E+02,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689454E-01,7.4603756E-01,7.5525042E-01,7.3221940E-01,7.3682526E-01,7.0919956E-01,6.6774941E-01,6.5163111E-01,6.4242109E-01,6.5393371E-01,6.5163098E-01,6.5163028E-01,6.5163381E-01,6.5393572E-01,6.5854100E-01,6.5162813E-01,6.6775448E-01,6.9768748E-01,7.0229051E-01,7.0919829E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774892E-01,6.2170014E-01
4.5000000E+00,2.7000000E+02,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689236E-01,7.4603919E-01,7.5524658E-01,7.3222361E-01,7.3682752E-01,7.0919554E-01,6.6774976E-01,6.5162949E-01,6.4241994E-01,6.5393583E-01,6.5162951E-01,6.5163492E-01,6.5162794E-01,6.5393198E-01,6.5854071E-01,6.5163048E-01,6.6774863E-01,6.9768019E-01,7.0228763E-01,7.0919674E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774989E-01,6.2169842E-01
5.0000000E+00,2.7000000E+02,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689845E-01,7.4603819E-01,7.5524820E-01,7.3222259E-01,7.3682649E-01,7.0919809E-01,6.6775117E-01,6.5163339E-01,6.4242295E-01,6.5393568E-01,6.5163550E-01,6.5162818E-01,6.5163037E-01,6.5393403E-01,6.5854073E-01,6.5163262E-01,6.6775087E-01,6.9768288E-01,7.0228827E-01,7.0919756E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775040E-01,6.2169828E-01
5.5000000E+00,2.7000000E+02,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689350E-01,7.4603892E-01,7.5524793E-01,7.3222403E-01,7.3682915E-01,7.0919918E-01,6.6774898E-01,6.5163167E-01,6.4242080E-01,6.5393579E-01,6.5163247E-01,6.5163202E-01,6.5163086E-01,6.5393319E-01,6.5853968E-01,6.5163066E-01,6.6774907E-01,6.9768548E-01,7.0228709E-01,7.0919771E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774745E-01,6.2169737E-01
6.0000000E+00,2.7000000E+02,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689313E-01,7.4603713E-01,7.5524910E-01,7.3222369E-01,7.3682964E-01,7.0919824E-01,6.6774863E-01,6.5163075E-01,6.4242129E-01,6.5393285E-01,6.5162822E-01,6.5163332E-01,6.5163298E-01,6.5393448E-01,6.5854467E-01,6.5162932E-01,6.6774973E-01,6.9768630E-01,7.0228858E-01,7.0919777E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774814E-01,6.2169870E-01
6.5000000E+00,2.7000000E+02,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689085E-01,7.4603526E-01,7.5524274E-01,7.3222328E-01,7.3682551E-01,7.0919873E-01,6.6775117E-01,6.5163339E-01,6.4242204E-01,6.5393271E-01,6.5163260E-01,6.5163280E-01,6.5163384E-01,6.5393307E-01,6.5853826E-01,6.5163295E-01,6.6774743E-01,6.9767960E-01,7.0228921E-01,7.0919473E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774796E-01,6.2170166E-01
6.9000000E+00,2.7000000E+02,3.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689443E-01,7.4603752E-01,7.5524770E-01,7.3222331E-01,7.3682630E-01,7.0919763E-01,6.6775024E-01,6.5162985E-01,6.4242292E-01,6.5393376E-01,6.5163133E-01,6.5163234E-01,6.5163292E-01,6.5393425E-01,6.5853958E-01,6.5163243E-01,6.6775030E-01,6.9768555E-01,7.0229118E-01,7.0919590E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775206E-01,6.2169920E-01
4.0000000E+00,2.7000000E+02,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689482E-01,7.4603852E-01,7.5524706E-01,7.3222108E-01,7.3682722E-01,7.0919516E-01,6.6774927E-01,6.5163133E-01,6.4241972E-01,6.5393599E-01,6.5163344E-01,6.5163247E-01,6.5163109E-01,6.5393163E-01,6.5853757E-01,6.5163267E-01,6.6775078E-01,6.9768314E-01,7.0228590E-01,7.0919205E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775079E-01,6.2169807E-01
4.5000000E+00,2.7000000E+02,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689830E-01,7.4603575E-01,7.5524939E-01,7.3222089E-01,7.3682634E-01,7.0919482E-01,6.6775011E-01,6.5163332E-01,6.4242097E-01,6.5393627E-01,6.5163231E-01,6.5162984E-01,6.5163120E-01,6.5393394E-01,6.5853879E-01,6.5163133E-01,6.6774990E-01,6.9768283E-01,7.0229313E-01,7.0919606E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775213E-01,6.2169401E-01
5.0000000E+00,2.7000000E+02,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689229E-01,7.4603787E-01,7.5524672E-01,7.3222315E-01,7.3682812E-01,7.0919574E-01,6.6774750E-01,6.5162874E-01,6.4241936E-01,6.5393897E-01,6.5163165E-01,6.5163288E-01,6.5163451E-01,6.5393308E-01,6.5853956E-01,6.5162850E-01,6.6774887E-01,6.9768407E-01,7.0228708E-01,7.0919208E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774862E-01,6.2169795E-01
5.5000000E+00,2.7000000E+02,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689274E-01,7.4603492E-01,7.5524712E-01,7.3222397E-01,7.3682776E-01,7.0919677E-01,6.6774898E-01,6.5163072E-01,6.4241965E-01,6.5393499E-01,6.5163411E-01,6.5162955E-01,6.5162979E-01,6.5393116E-01,6.5854181E-01,6.5162881E-01,6.6774932E-01,6.9768369E-01,7.0228977E-01,7.0919620E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775070E-01,6.2169756E-01
6.0000000E+00,2.7000000E+02,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689441E-01,7.4603667E-01,7.5524570E-01,7.3222168E-01,7.3682668E-01,7.0919601E-01,6.6775042E-01,6.5163156E-01,6.4242034E-01,6.5393458E-01,6.5163327E-01,6.5163129E-01,6.5163148E-01,6.5393426E-01,6.5853702E-01,6.5163256E-01,6.6774854E-01,6.9768335E-01,7.0228688E-01,7.0919315E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774905E-01,6.2169729E-01
6.5000000E+00,2.7000000E+02,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689434E-01,7.4603667E-01,7.5524868E-01,7.3221953E-01,7.3682904E-01,7.0919489E-01,6.6774747E-01,6.5163259E-01,6.4241944E-01,6.5393229E-01,6.5162826E-01,6.5162931E-01,6.5163341E-01,6.5393367E-01,6.5854249E-01,6.5163180E-01,6.6775011E-01,6.9768469E-01,7.0228818E-01,7.0919617E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774985E-01,6.2169752E-01
6.9000000E+00,2.7000000E+02,6.0000000E+01,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689242E-01,7.4603537E-01,7.5524463E-01,7.3222492E-01,7.3682837E-01,7.0919594E-01,6.6775261E-01,6.5163318E-01,6.4242183E-01,6.5393001E-01,6.5163249E-01,6.5163470E-01,6.5163146E-01,6.5393342E-01,6.5854000E-01,6.5163261E-01,6.6774919E-01,6.9768437E-01,7.0228493E-01,7.0919329E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775053E-01,6.2169992E-01
4.0000000E+00,2.7000000E+02,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689454E-01,7.4603919E-01,7.5524537E-01,7.3222171E-01,7.3682595E-01,7.0919678E-01,6.6774942E-01,6.5163131E-01,6.4242156E-01,6.5393404E-01,6.5163190E-01,6.5163220E-01,6.5163015E-01,6.5393414E-01,6.5853939E-01,6.5163038E-01,6.6775089E-01,6.9767943E-01,7.0229161E-01,7.0920079E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775149E-01,6.2170009E-01
4.5000000E+00,2.7000000E+02,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689275E-01,7.4603708E-01,7.5524865E-01,7.3222371E-01,7.3682448E-01,7.0919343E-01,6.6775111E-01,6.5163514E-01,6.4242654E-01,6.5393579E-01,6.5163032E-01,6.5162890E-01,6.5162724E-01,6.5393642E-01,6.5853856E-01,6.5163378E-01,6.6774888E-01,6.9768363E-01,7.0228889E-01,7.0919750E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774903E-01,6.2169770E-01
5.0000000E+00,2.7000000E+02,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689252E-01,7.4603909E-01,7.5524863E-01,7.3222044E-01,7.3682599E-01,7.0919734E-01,6.6775014E-01,6.5163210E-01,6.4242226E-01,6.5393504E-01,6.5163120E-01,6.5163244E-01,6.5163069E-01,6.5393374E-01,6.5853983E-01,6.5163188E-01,6.6775094E-01,6.9768112E-01,7.0228487E-01,7.0919814E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775270E-01,6.2169571E-01
5.5000000E+00,2.7000000E+02,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689539E-01,7.4603684E-01,7.5524899E-01,7.3222164E-01,7.3682867E-01,7.0919562E-01,6.6774798E-01,6.5163068E-01,6.4242386E-01,6.5393457E-01,6.5163354E-01,6.5163138E-01,6.5163056E-01,6.5393022E-01,6.5853625E-01,6.5163467E-01,6.6774974E-01,6.9768502E-01,7.0228809E-01,7.0919732E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774800E-01,6.2169675E-01
6.0000000E+00,2.7000000E+02,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689683E-01,7.4603669E-01,7.5524631E-01,7.3222064E-01,7.3682533E-01,7.0919689E-01,6.6774981E-01,6.5163006E-01,6.4242300E-01,6.5393684E-01,6.5163291E-01,6.5162981E-01,6.5163241E-01,6.5393420E-01,6.5853932E-01,6.5163091E-01,6.6775162E-01,6.9768333E-01,7.0228485E-01,7.0919568E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774974E-01,6.2169736E-01
6.5000000E+00,2.7000000E+02,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689537E-01,7.4604181E-01,7.5525013E-01,7.3222276E-01,7.3682952E-01,7.0919426E-01,6.6775045E-01,6.5163050E-01,6.4242086E-01,6.5393360E-01,6.5163142E-01,6.5163039E-01,6.5163011E-01,6.5393631E-01,6.5853700E-01,6.5163073E-01,6.6774852E-01,6.9768646E-01,7.0228903E-01,7.0919723E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6774980E-01,6.2169634E-01
6.9000000E+00,2.7000000E+02,1.0000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689368E-01,7.4603664E-01,7.5524854E-01,7.3222221E-01,7.3682473E-01,7.0919688E-01,6.6775226E-01,6.5163108E-01,6.4242467E-01,6.5393735E-01,6.5163288E-01,6.5163487E-01,6.5163395E-01,6.5393608E-01,6.5853977E-01,6.5162841E-01,6.6775023E-01,6.9768325E-01,7.0228700E-01,7.0919622E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775242E-01,6.2169887E-01
4.0000000E+00,2.7000000E+02,1.3000000E+02,1.5000000E+02,INTRA_EVENT_STDDEV,5.0000000E+00,7.0689067E-01,7.4603807E-01,7.5524352E-01,7.3222475E-01,7.3682779E-01,7.0919739E-01,6.6775108E-01,6.5162914E-01,6.4242167E-01,6.5393644E-01,6.5163302E-01,6.5163275E-01,6.5163146E-01,6.5393301E-01,6.5853836E-01,6.5163240E-01,6.6774959E-01,6.9768239E-01,7.0229117E-01,7.0919656E-01,7.1149879E-01,7.1380138E-01,6.9077553E-01,6.6775056E-01,6.2169993E-01
