1,0.99861,0.99776,0.99585,0.99205,0.99065,0.98761,0.98219,0.9801,0.97388,0.96976,0.96554,0.96297,0.96008,0.95481,0.95059,0.93949,0.92698,0.91392,0.90888,0.90152,0.89058,0.88435,0.87916,0.874,0.8707,0.86856,0.87103,0.87317,0.88166,0.88266,0.88638,0.88901,0.88965,0.88971,0.89007,0.89008,0.89,0.8882,0.87856,0.87023,0.86316,0.85007,0.844,0.8389,0.82922,0.81811,0.81174,0.80457,0.78873,0.77726,0.76595,0.75456,0.74943,0.74517,0.73419,0.72367,0.69373,0.67121,0.64986,0.64559,0.63334,0.61545,0.59779,0.58384,0.56984,0.55342,0.53904,0.51425,0.50134,0.49094,0.48357,0.46642,0.46214,0.44857,0.43366,0.42672,0.41928,0.41326,0.40755,0.41245,0.40994,0.4075,0.40302,0.39714,0.39517,0.39248,0.38955,0.38198,0.38947,0.38925,0.3848,0.38225,0.37575,0.37188,0.36137,0.35445,0.34616,0.35188,0.34449,0.35747,0.36164,0.35231,0.34337,0.31116,-0.47518,-0.46184,0.9999,0.66832
0.99861,1,0.99964,0.99829,0.99518,0.99409,0.99154,0.98647,0.98442,0.97842,0.97436,0.97031,0.96787,0.96515,0.96022,0.95599,0.94517,0.93271,0.91967,0.91462,0.90719,0.89615,0.88931,0.88361,0.87819,0.8746,0.87216,0.87396,0.87516,0.88252,0.88333,0.88625,0.88777,0.88772,0.88706,0.8867,0.88632,0.88612,0.88387,0.87371,0.86505,0.85764,0.84403,0.83793,0.83279,0.82257,0.81116,0.80473,0.79747,0.7814,0.76988,0.75847,0.74658,0.74147,0.73722,0.72618,0.71552,0.68563,0.66312,0.64198,0.63772,0.62557,0.60778,0.59047,0.57648,0.56241,0.54592,0.5314,0.50651,0.49382,0.48388,0.47672,0.45922,0.4548,0.44092,0.42615,0.41959,0.41281,0.40732,0.40222,0.40737,0.40528,0.40324,0.399,0.39343,0.39142,0.38885,0.386,0.37851,0.38655,0.38647,0.38196,0.37946,0.37317,0.36933,0.35895,0.35157,0.34269,0.34842,0.34071,0.35464,0.35864,0.34908,0.34047,0.30918,-0.47299,-0.46261,0.99847,0.66457
0.99776,0.99964,1,0.99914,0.99644,0.99546,0.99305,0.98803,0.98601,0.98009,0.97609,0.97213,0.96972,0.96702,0.96223,0.95809,0.94738,0.93509,0.92225,0.91716,0.90963,0.89876,0.89193,0.88604,0.88052,0.87703,0.8746,0.87589,0.87688,0.88394,0.88465,0.88719,0.88822,0.88797,0.88708,0.88624,0.88546,0.88483,0.88224,0.87176,0.86285,0.85516,0.84094,0.83457,0.8292,0.81851,0.80686,0.80025,0.79288,0.77673,0.7651,0.75351,0.74142,0.73625,0.732,0.72095,0.71028,0.68043,0.65768,0.63657,0.63244,0.62048,0.60287,0.58545,0.57145,0.55727,0.54066,0.52597,0.50099,0.48853,0.4788,0.4718,0.45439,0.44995,0.43655,0.422,0.4156,0.40907,0.40369,0.39886,0.40421,0.40226,0.40037,0.39639,0.39106,0.38909,0.38652,0.38374,0.37628,0.38452,0.38479,0.3805,0.37838,0.37227,0.36868,0.35863,0.35125,0.34198,0.34808,0.34037,0.35439,0.35817,0.34851,0.33988,0.30874,-0.46956,-0.46122,0.99759,0.66174
0.99585,0.99829,0.99914,1,0.99829,0.9975,0.99556,0.99101,0.98921,0.98365,0.97989,0.97599,0.97363,0.97107,0.96649,0.9624,0.95173,0.93974,0.92682,0.92162,0.91402,0.90313,0.89612,0.89037,0.88478,0.88107,0.87835,0.87863,0.87894,0.88516,0.8856,0.88749,0.88766,0.88673,0.88532,0.88374,0.88227,0.88103,0.87718,0.86589,0.85635,0.84813,0.83344,0.82687,0.82129,0.81001,0.79808,0.79118,0.78363,0.76752,0.75603,0.74435,0.73176,0.72644,0.72205,0.71077,0.70002,0.67036,0.6475,0.62623,0.62222,0.61035,0.59281,0.57536,0.56163,0.54761,0.53092,0.51622,0.49141,0.47978,0.47043,0.46387,0.44669,0.44254,0.42925,0.41495,0.40891,0.40263,0.39761,0.39324,0.39926,0.39752,0.39595,0.39213,0.38716,0.38522,0.38289,0.38023,0.37295,0.38199,0.38307,0.37891,0.37718,0.3713,0.3672,0.35798,0.3507,0.3412,0.3473,0.33954,0.35373,0.35725,0.34756,0.33899,0.30795,-0.46575,-0.4583,0.99566,0.65589
0.99205,0.99518,0.99644,0.99829,1,0.99979,0.99857,0.99515,0.99381,0.98903,0.98586,0.98243,0.98029,0.97796,0.97376,0.96986,0.95912,0.94741,0.9348,0.9297,0.92206,0.91074,0.90318,0.89716,0.89106,0.88647,0.88331,0.88205,0.88089,0.88527,0.88527,0.88613,0.88525,0.88332,0.88124,0.87868,0.87607,0.87396,0.86856,0.8557,0.84566,0.83699,0.82191,0.81513,0.80935,0.79745,0.78517,0.77802,0.77033,0.75429,0.74279,0.73106,0.71821,0.71274,0.70811,0.69629,0.68535,0.65543,0.633,0.61166,0.60774,0.59603,0.57821,0.56028,0.54662,0.53272,0.51606,0.50144,0.47676,0.46624,0.45756,0.45128,0.43405,0.43035,0.41746,0.40338,0.39803,0.39162,0.38749,0.38397,0.39041,0.38915,0.38853,0.38509,0.38054,0.37828,0.37624,0.37364,0.36664,0.37702,0.37849,0.37457,0.37289,0.36724,0.36283,0.35468,0.34763,0.33805,0.34407,0.33627,0.34947,0.35334,0.34322,0.33468,0.30346,-0.4586,-0.45592,0.99183,0.64784
0.99065,0.99409,0.99546,0.9975,0.99979,1,0.99918,0.99603,0.99477,0.9902,0.98717,0.98386,0.98182,0.97956,0.97545,0.97154,0.96074,0.94914,0.93658,0.93149,0.92383,0.91248,0.90477,0.89869,0.89246,0.88769,0.88437,0.88271,0.88126,0.88513,0.88506,0.88559,0.88436,0.88213,0.87982,0.87692,0.8741,0.8719,0.86602,0.85278,0.84256,0.83372,0.8183,0.81141,0.8055,0.79341,0.78112,0.77394,0.76626,0.75027,0.73869,0.72694,0.71403,0.70854,0.70384,0.69191,0.68088,0.65097,0.62869,0.60727,0.60327,0.5915,0.57372,0.55579,0.5421,0.5282,0.51162,0.497,0.47228,0.46194,0.45337,0.44708,0.42983,0.4263,0.4134,0.39944,0.39428,0.38802,0.38414,0.38105,0.38766,0.38659,0.38615,0.38278,0.37824,0.3759,0.37387,0.37133,0.36445,0.37496,0.37637,0.37253,0.37089,0.36532,0.36084,0.35291,0.34582,0.33636,0.34236,0.33444,0.34725,0.35122,0.34092,0.33245,0.30107,-0.45622,-0.45422,0.99042,0.64457
0.98761,0.99154,0.99305,0.99556,0.99857,0.99918,1,0.99805,0.99705,0.99302,0.99031,0.98728,0.9854,0.98338,0.97956,0.97592,0.96535,0.95394,0.94164,0.93664,0.92913,0.91792,0.90984,0.90368,0.89715,0.89194,0.88817,0.88545,0.88317,0.88579,0.88548,0.88547,0.88355,0.88052,0.87754,0.87386,0.87052,0.86776,0.86084,0.84643,0.83565,0.82616,0.80996,0.80285,0.79677,0.7844,0.77173,0.76428,0.75635,0.7401,0.72823,0.71617,0.70304,0.69746,0.69271,0.68053,0.6692,0.63901,0.61678,0.59538,0.5915,0.57983,0.56221,0.54422,0.53063,0.51681,0.50027,0.48547,0.46087,0.45095,0.44276,0.43657,0.41941,0.41612,0.40334,0.38958,0.38482,0.37838,0.37514,0.37284,0.37981,0.37914,0.37929,0.376,0.37159,0.36941,0.36729,0.36484,0.35822,0.36851,0.36991,0.36593,0.36443,0.35916,0.35499,0.34709,0.33958,0.32957,0.33525,0.32716,0.3398,0.34391,0.33331,0.32478,0.29302,-0.45211,-0.45201,0.98743,0.63595
0.98219,0.98647,0.98803,0.99101,0.99515,0.99603,0.99805,1,0.99966,0.99639,0.99411,0.99146,0.98985,0.98814,0.9845,0.98103,0.97077,0.95966,0.94773,0.94302,0.936,0.92493,0.91646,0.91015,0.90311,0.89734,0.89316,0.88946,0.8862,0.88674,0.88601,0.88515,0.88234,0.87788,0.87396,0.86875,0.864,0.86036,0.85193,0.83596,0.8246,0.81462,0.79809,0.79059,0.78408,0.7713,0.75804,0.7502,0.74189,0.72513,0.71288,0.70043,0.68726,0.68176,0.67713,0.66475,0.65302,0.62208,0.59995,0.57843,0.57452,0.56274,0.54496,0.52715,0.51396,0.50013,0.48368,0.46904,0.44411,0.43432,0.42629,0.42043,0.40351,0.40085,0.38798,0.37488,0.37085,0.36425,0.36205,0.36086,0.3686,0.36841,0.36909,0.3656,0.36112,0.35901,0.35716,0.35477,0.34837,0.35886,0.36015,0.3562,0.35514,0.3501,0.34552,0.33755,0.33015,0.31951,0.32477,0.31665,0.32877,0.33308,0.322,0.3132,0.28046,-0.44628,-0.44827,0.98203,0.62337
0.9801,0.98442,0.98601,0.98921,0.99381,0.99477,0.99705,0.99966,1,0.99733,0.99522,0.99276,0.99124,0.98961,0.98607,0.98262,0.97254,0.96166,0.94989,0.94528,0.93838,0.92728,0.91866,0.91237,0.90522,0.89931,0.89501,0.89099,0.8874,0.88719,0.88628,0.88513,0.88198,0.87711,0.87279,0.86705,0.86175,0.85779,0.84874,0.83213,0.82045,0.81018,0.79341,0.78576,0.77912,0.76622,0.75273,0.74475,0.73632,0.71951,0.70721,0.69459,0.68131,0.67577,0.67113,0.65873,0.64693,0.61585,0.5937,0.57204,0.5681,0.55635,0.53864,0.52077,0.5077,0.49406,0.47766,0.46309,0.43816,0.42866,0.42076,0.41493,0.39794,0.39547,0.38257,0.36967,0.36587,0.35932,0.35752,0.35665,0.36473,0.36463,0.36551,0.36198,0.35758,0.35538,0.35368,0.35132,0.34511,0.35589,0.35713,0.35317,0.35218,0.34715,0.34234,0.33453,0.32716,0.31662,0.32187,0.31383,0.32571,0.33002,0.31879,0.30989,0.27666,-0.44488,-0.44698,0.97993,0.6183
0.97388,0.97842,0.98009,0.98365,0.98903,0.9902,0.99302,0.99639,0.99733,1,0.99886,0.99685,0.99556,0.99413,0.99105,0.98815,0.97938,0.96943,0.95827,0.95406,0.94767,0.93677,0.92793,0.92153,0.91367,0.90725,0.90258,0.8972,0.89257,0.8907,0.88933,0.8873,0.88264,0.87615,0.87019,0.86295,0.85646,0.85125,0.83997,0.82137,0.80905,0.79827,0.78024,0.77201,0.76491,0.75091,0.73672,0.72861,0.72,0.7028,0.69022,0.67727,0.66354,0.65768,0.65283,0.64016,0.62801,0.5964,0.57368,0.55236,0.54843,0.53646,0.51846,0.50059,0.48777,0.47443,0.45797,0.44349,0.41899,0.40972,0.40216,0.39649,0.37932,0.37679,0.3635,0.35093,0.3475,0.34092,0.33959,0.33996,0.34868,0.34914,0.35074,0.34699,0.34311,0.34125,0.34003,0.33803,0.33241,0.34342,0.34502,0.3409,0.34012,0.33521,0.33037,0.32198,0.31518,0.3051,0.31002,0.30195,0.31264,0.31765,0.30583,0.29679,0.26221,-0.43761,-0.43948,0.97372,0.60171
